"name","mz","rt","QC11","QC12","QC22","QC23","QC24","QC25","QC26","QC27","QC28","QC29","QC30","QC31","QC13","QC32","QC33","QC34","QC35","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","EC4349","EC7415","ECFD103","EC3972","EC6120","EC6561","EC7522","EC7401","EC34A1771","EC6594","EC53A2215","EC47A2046","EC6557","EC6517","EC7221","EC7560","EC4365","EC4182","ECA1469","EC4455","EC17A1458","EC4641","EC6364","EC7460","EC6891","ECA1467","EC4121","EC6A1215","EC24A1581","EC6349","EC7447","EC4177","ECFB131","EC26A1605","EC6401","EC7586","EC6591","EC30A1671","ECA558","EC4370","EC4654","EC4374","EC4565","EC563","EC6602","EC3751","ECFB60","EC7631","EC6513","EC4638","EC8365","EC4149","EC4536","EC4293","ECFB123_1","EC6132","EC7403","EC4302","EC4385","EC6291","EC6548","EC6461","EC6742","EC6400","EC7597","EC6748","EC6101","ECFB123_2","EC6305","EC4106","EC4265","EC4136","EC4206","EC7372","EC6208","EC4291","EC6752","EC4482","EC6893","EC7360","EC7590","EC4781","EC7234","EC7458","EC7438","EC6200_1","EC6399","EC6459","EC55A2248","EC6902","EC6326","EC4173","ECFA125","EC8363","ECFC120","EC4179","EC6225","EC8289","EC4493","EC7446","EC6290","EC4382","EC6112","EC7577","EC4160","EC7160","EC3670","ECFA123","EC6299","EC8056_1","ECFB129","EC7536","ECFC18","EC6746","EC7237","EC6894","EC6659","EC3768","EC4286","EC8457","EC4054","EC4193","EC567","EC4483","EC7371","EC4171","EC6614","EC6358","EC4052","EC6731","EC4771","EC6519","EC5A1395","ECA1356","EC6109","EC4086","ECFB47","EC4600","EC4272","EC7527","EC4338","EC47A2049","EC4604","EC4602","EC6559","EC6304","EC4201","EC4135","EC4105","EC6501","EC4532","EC4235","EC7542","EC3703","EC8367","EC6356","EC3688","EC7603","EC6562","EC6402","EC32A1737","EC7244","EC7528","EC6634","EC8065","EC3938","EC3687","EC4224","EC4348","EC7154","EC4619","EC25A1596","EC6345","EC7549","EC4220","EC6103","EC4268","EC6808","ECA1318","EC3944","EC3677","EC25A1594","EC6108","EC7233","EC6202","EC4270","EC3826","EC7599","EC6408","EC7426","EC6A1200","ECFB147"
"M291T200",291.1453616,200.023,45718.81923,48793.40279,49125.00171,52494.26866,50565.64442,51755.62662,52200.92136,53632.40916,51792.77607,47214.33506,48240.54945,51762.44899,51634.52635,51495.41116,51369.58152,52945.43646,51416.77301,49801.06688,45424.62435,50263.48818,48138.88466,49789.15596,49641.43353,50929.72907,52101.05953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16562388.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4820.18434,NA,NA,NA,6675.38704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3677533.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132192.2566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8987.267106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3447.523847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950.097767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16745.30819,NA,NA
"M294T365",294.1124141,365.182,2139621.168,2162995.442,2204319.49,2165055.045,2137394.227,2250066.621,2171885.947,2148388.922,2149068.348,2128602.143,2163787.876,2179374.664,2274296.196,2173432.782,2182945.163,2185531.854,2207388.972,2313492.811,2132248.278,2135205.571,2127936.367,2140601.669,2126216.621,2167970.657,2162114.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M296T263",296.069888,262.832,97723.41408,92365.42516,100246.0044,85357.96102,81030.54764,155735.8025,128060.5883,119067.2154,109771.0213,84780.14914,84250.43332,91975.31644,108821.4875,88045.34122,96333.92547,85648.98767,67328.90802,96480.41767,101664.3569,103294.1279,106974.0631,106838.6422,97083.48531,96009.41258,102498.6333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6933.507412,NA,NA,NA,NA,NA,NA,NA,10105517.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6159708.669,7285.006366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M300T242_1",300.0903036,241.6195,120718.6977,117388.2647,120823.3002,110097.9738,118216.1674,112146.5802,111842.4618,NA,111935.5826,109028.6892,109851.4818,111218.9003,116547.7362,113339.891,116060.1669,112284.252,NA,119864.9164,112017.7841,113523.7684,116768.8435,118804.5566,109754.1616,119842.6161,115750.8558,NA,NA,NA,NA,NA,NA,NA,NA,5656351.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621140.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3745388.806,NA,NA,NA,NA,NA,NA,3542.642037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146026.235,NA,NA,NA,NA,NA,878754.0541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8434.435568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2903807.283,NA,NA,978026.3582,NA,NA,NA,NA,NA,5530.100017,NA,NA,NA,NA,35840.24226
"M302T359",302.305317,359.455,619343.9979,609537.0203,596667.0415,606023.0269,599589.709,596096.5508,578072.9303,600301.7874,600262.4676,581356.957,617690.9967,626157.7726,596374.7166,617256.4641,620959.353,624775.5728,622881.2144,612435.4887,552443.3145,519864.3078,502755.6487,528157.7494,525650.7936,593127.7824,599316.7837,750972.5479,644741.6719,615397.0941,659476.8708,624281.0569,640488.3554,539367.589,586837.9678,638885.2573,527533.1595,637409.2536,566321.8666,580537.7801,599639.8672,581444.5303,572659.589,599006.3049,594678.0977,537626.8734,503777.8166,587613.7896,606955.2626,624446.0556,636677.2676,595663.3472,664293.7827,599523.7272,583321.7078,622257.8704,564210.6183,645581.269,654082.8298,582964.9158,585481.1093,574169.9201,574094.9682,592984.93,586352.6963,571138.2089,625745.8635,650512.4783,665078.1684,637684.6777,620619.6843,640026.2199,669023.7204,588245.8779,569535.1876,642274.6647,697533.1269,556365.7921,613081.4288,600632.8015,633585.5898,627242.114,641173.027,572457.3219,583061.7121,652353.3443,563802.8828,527609.5159,563523.5348,548815.3142,564602.8161,610786.5893,576043.3977,569326.7621,461647.0309,641498.935,633008.7684,620064.8408,709673.6907,689581.6855,640154.5307,441993.5441,510399.7828,590565.3038,601984.1539,600508.5462,622406.1773,670100.6685,491456.2326,707201.7405,687267.2704,576470.4869,623725.9535,563758.3866,565818.2429,612524.5804,609582.9942,629471.9021,679081.5403,615937.5579,576705.4354,579581.2073,606992.1337,643819.5268,591641.5209,641683.7176,620636.004,639073.8288,779013.4877,597301.6806,600883.0496,604854.8608,619640.2772,641668.1926,581619.1245,626742.183,609579.7215,618379.8181,581050.1586,649132.1648,587151.234,591150.3587,596958.8161,624741.9098,708481.7189,650347.2462,447722.3927,617778.9848,849636.915,392413.7422,628263.2922,549299.9434,686831.0991,595546.5159,586507.0639,650183.9103,527410.7938,709808.2343,624445.7773,649053.6632,586187.5205,545810.968,524494.7096,502375.4912,541678.4524,555316.8981,527890.1958,586929.9339,554007.8091,461023.51,542482.4478,505844.0407,545619.909,601810.8901,501980.6529,524840.2423,493211.5587,613759.5595,605493.8729,701455.9211,620128.9147,491579.7684,506223.767,629030.5469,579098.3318,587223.2985,503076.0246,517917.6986,563366.6872,627189.6042,515998.6041,520498.0332,611298.4432,559340.0416,647606.7539,806177.8518,646846.9448,664100.4173,596813.1233,673161.9475,612011.7847,596954.6791,569482.1364,657690.8431,593232.3272,657474.1537,647798.3631,625056.8447,525394.4153,731631.8978,350185.7335,621589.3598,743530.4663,743413.8342,628364.6977,470476.7047,577785.8777,650120.4879,344515.3017
"M304T228",304.2117825,228.147,1315780.908,1256396.687,1247495.626,1215149.783,1189363.702,1448457.985,1461794.807,1456689.641,1451043.501,1371940.696,1395834.864,1376518.965,1312180.35,1381437.669,1342728.305,1325909.626,1303686.449,1292618.699,1225768.868,1207151.844,1224656.988,1244487.956,1166076.954,1244142.986,1256616.029,1415339.597,637648.6769,641944.8399,1543629.987,2285348.012,392150.3382,1374023.677,509563.1666,405597.1412,1296446.643,404780.6142,2321806.3,679081.3657,1693675.478,1372833.097,1073107.038,2325651.427,2492370.483,401414.4732,937563.2495,948737.676,2106278.831,1767102.12,1521477.056,867335.861,674605.2018,2248467.969,385824.1821,1157651.199,1496412.257,1137969.044,1536357.787,1460457.5,2260242.435,1684242.923,1098466.565,502945.091,995660.964,1092739.552,1881062.519,1892765.485,2057165.214,1473739.523,534538.773,1328005.569,NA,2485700.337,439680.5998,717756.1713,1895628.439,993038.2568,2252750.55,1993075.997,3078289.855,902252.3433,1103257.272,1045932.823,2843664.981,1708905.549,2672070.917,540318.7558,1653844.637,NA,799316.1965,863471.9214,1232951.615,1379481.28,747830.5329,1825986.596,1900095.49,1662917.475,1200386.962,1501852.483,786067.871,1629987.274,2093098.495,1104881.529,3714704.918,611607.988,1444192.709,1610601.528,2391744.973,1338622.715,860274.2416,1832933.942,2488894.411,1190408.24,1350189.804,1683364.929,737321.0236,1842267.951,1039433.792,1121514.757,1314022.954,1674474.196,714002.2407,1067145.906,424843.7795,2633291.545,939143.6316,2138521.2,1413393.677,1711379.726,498116.1362,1753127.894,NA,NA,342873.747,1074054.002,932847.1052,813253.5652,1358240.583,1409220.709,1386104.341,703435.0733,924834.8037,394980.2094,NA,661715.7513,202035.4229,1198475.085,1084710.885,780595.6626,826358.2732,535479.8768,1485845.912,437782.4162,1591853.632,733765.1382,716123.6404,912202.7618,574085.373,119422.3166,974556.5028,770966.5951,1544950.117,660586.7149,1151699.205,985179.415,583681.6889,291181.2289,607432.6855,922645.0167,1004959.298,265866.0624,1089123.205,700193.5936,1316087.653,554190.608,1128821.175,910429.7199,861556.1407,422618.1172,1006530.529,204306.3828,831894.2565,704541.6345,NA,162585.0278,860398.8873,616580.6131,1538748.547,785193.9324,NA,721822.0133,803138.1608,1200288.736,1223712.597,NA,1096296.869,1898872.575,1287776.734,897936.3293,1097557.395,1295649.694,419646.8587,964070.7619,1125107.359,1083180.048,1995705.218,875888.4194,759158.1807,640519.3014,1326134.423,1549642.628,3236768.805,2399764.258,696326.4898,2359420.936,2069863.029,314034.4735,2078471.701
"M304T316",304.2634617,315.59,415258.5325,408860.2822,216779.4249,228893.794,229743.9324,284557.0468,284694.3956,251040.2548,265810.2068,260149.7132,264793.772,284261.4972,431916.3908,270438.6948,251729.0487,259082.1819,234132.995,410453.8708,383161.5255,385819.9732,378027.5611,386993.1587,323513.4907,243947.4988,233906.2655,461829.1961,NA,NA,410363.6128,NA,NA,NA,NA,56272.61749,NA,648342.375,131092.4223,NA,248137.3211,NA,NA,654121.8076,NA,NA,NA,NA,163986.0801,NA,NA,NA,NA,482263.5342,52768.19118,339958.0183,NA,NA,687764.4825,NA,77122.67307,NA,123550.5527,NA,100987.2718,454834.6291,563910.4443,NA,228286.8572,NA,43358.20142,NA,433224.8921,NA,NA,NA,NA,71879.73146,NA,3400084.098,196066.4014,NA,NA,NA,NA,697165.8658,120438.4897,NA,NA,NA,NA,NA,NA,NA,NA,417135.8392,632698.4174,381586.9362,247566.0324,759542.2538,NA,NA,NA,NA,678942.6262,NA,NA,NA,NA,NA,NA,NA,3729470.936,NA,834550.6916,167061.8266,NA,NA,1129098.843,NA,205527.548,NA,NA,NA,62915.2346,NA,NA,NA,1296834.985,882856.5546,NA,1087147.86,NA,396818.8935,NA,NA,219267.5643,NA,NA,NA,NA,NA,4308.999806,NA,643983.2749,NA,173345.5786,NA,1259798.914,NA,691194.0872,NA,822718.4653,NA,2782576.865,NA,NA,307541.3954,NA,1766062.154,63675.78821,779329.8358,NA,NA,2354304.947,NA,NA,246757.2406,1112294.987,NA,NA,NA,2672986.679,575109.1697,NA,595896.0335,NA,2279010.222,NA,NA,2979017.387,68884.10897,NA,1206976.179,NA,NA,NA,290036.8824,NA,NA,NA,NA,213169.6511,724539.1918,NA,NA,NA,541696.6786,138525.6041,NA,NA,NA,NA,136270.9131,NA,85814.35774,185407.3727,173829.2163,44434.91732,NA,NA,NA,2015766.476,1407466.314,408064.7435,NA,NA,NA,NA
"M307T141",307.0440137,141.407,595504.0752,623142.6929,612038.2453,652400.7554,646962.4493,749691.4652,684840.6595,734754.3144,705409.3233,719063.6867,681094.409,717806.6501,617630.2419,703943.7441,652029.1725,682517.5827,709506.5702,631214.6911,642502.0027,645284.4312,650109.2616,654913.2588,657491.2751,649076.3028,650105.5691,973013.3003,857762.4375,538187.2939,1150359.131,855063.131,664509.3961,184705.8297,785678.4589,209757.5887,772208.5497,357817.1625,323891.9981,479330.7583,523941.4037,185195.2586,752488.9362,905991.1951,199154.8847,182428.8824,672762.6181,411518.4264,1140625.557,1110862.49,819165.4513,833526.9034,679527.1946,1110702.682,312483.5031,1116168.293,453960.9045,1057255.795,420081.4987,432395.9159,1419952.646,655909.5848,609390.2486,759850.906,373089.5254,330376.1098,531072.2969,1412811.999,989272.9839,900595.5575,183246.4241,562260.8667,658992.4532,1228824.144,1032366.874,762039.1538,1023502.41,620174.6928,1663254.264,958289.2292,795446.6678,825026.8555,1303703.183,1479826.874,480712.5649,550813.239,927299.1133,363658.8529,1129732.132,1087803.886,768035.6612,309602.4936,492597.1283,820521.1397,785347.7534,738017.3914,1013611.573,654449.6302,880765.8895,1012162.299,289823.2089,364618.9468,931730.6483,1278645.415,622635.6283,799785.2308,839563.1454,184960.7399,286589.2034,354340.6552,386105.7227,1156018.958,703640.0019,800352.731,488021.6277,545996.2812,594654.8745,537024.8877,444771.5176,806545.7642,224437.4489,863970.3751,368121.9602,962620.9216,1078253.585,928183.2073,1238817.243,910115.3534,686681.4094,1036394.874,569477.2726,454165.5433,377330.4991,782291.5282,287032.4138,375427.1699,570464.4474,293725.229,578125.0821,683082.1058,452532.2711,632651.5249,952659.8338,827213.9602,700967.2686,618004.461,66641.46553,598558.1845,553266.4811,290955.3818,1117106.285,319342.1139,682282.3693,1054130.488,866676.8986,742208.6863,1216831.204,842450.1631,879834.59,138440.0464,792860.6513,1008526.698,364847.8225,538402.5552,804146.4948,133326.913,288446.194,90498.74623,177129.9495,582388.9227,1159380.748,786198.0382,695441.0494,958943.971,285824.3943,212084.2984,762837.4697,613551.95,658204.0798,142433.5585,558873.192,398328.0829,349577.0636,493406.6355,532448.7484,827869.423,466772.2342,171283.8054,442739.1542,164853.0263,837533.7172,616410.6322,955284.192,546908.5394,283489.0511,598779.8866,445262.8451,1038659.891,643628.3551,424257.2278,869084.3906,768402.1017,730756.4676,260961.5099,161339.9206,373743.4732,686419.7368,699053.4372,341857.2443,685954.9222,448818.6056,984292.7956,490044.3087,493190.4724,417737.7779,466904.7505,850380.7664,1213724.983,958953.238
"M310T272",310.2011743,272.351,1133597.725,1020832.015,1124149.438,1040110.455,1045313.359,1060180.398,1069813.107,1190998.822,1138029.31,1024921.791,1083257.274,1115232.017,1176438.007,1115798.42,1191658.226,1086292.506,1021777.825,1057457.012,1054979.613,1016329.196,1038476.487,1049125.415,990722.0214,1168523.266,1157438.216,1527567.674,280474.1679,346173.8339,1313402.892,508987.5268,1179295.587,178745.7023,876951.1172,735065.4461,1105255.306,696699.4762,1103309.8,966795.9158,828149.0824,1022886.889,1203270.127,1329952.669,354767.9798,1339246.849,293566.301,395495.0093,1340745.668,2624121.079,2819483.331,562521.7426,195766.7998,1003503.92,538584.607,763728.6959,1773010.456,501702.8552,2148046.3,171868.8295,861792.8689,1220019.551,854140.9495,3227403.217,949266.3325,2185960.474,401505.3459,1248081.233,506051.6618,871618.5023,1208727.31,473005.4273,1362269.229,1038812.462,552237.1796,303697.7737,203519.0372,1940159.044,588698.079,441873.9017,799302.625,244810.7892,975735.9836,836320.6905,478636.4517,1407176.678,2111375.257,2179116.749,791523.1805,1314755.343,478698.3768,502736.5669,1525818.073,2004046.896,170924.0803,241742.0704,394365.6695,2027041.959,327449.1659,764590.6642,240317.5338,2230186.102,249983.2815,1207743.646,4129004.278,644439.6183,361351.9768,1404022.134,1922787.452,207264.6481,538648.469,2004149.943,3540609.992,888880.8191,591776.4855,777053.1024,633158.784,3455262.784,788290.2149,1149647.678,1572286.805,346011.8994,482346.8945,880849.0235,1320171.104,548908.0477,1306075.619,1437109.794,891911.3285,466726.1307,676553.6677,1301090.144,840029.3242,635040.3275,216561.1816,1316912.252,454899.3002,546327.7286,473210.2819,1354605.08,1711854.575,408261.5153,1273965.51,683506.8322,628888.9885,539194.3621,827102.2548,241174.2729,337930.0443,2207937.15,1336222.479,1190273.6,347141.9087,465323.1894,3075848.244,563745.8629,889418.825,802575.493,1000874.268,1324875.016,1086930.955,938456.7518,626134.5655,2287655.285,503528.6611,280920.8749,2100622.53,380964.5668,611292.1948,509956.1589,972553.344,934002.7,307645.0721,876258.611,1065957.578,1564017.333,380964.5903,945222.2443,978985.3729,774316.0147,563923.6452,1651141.97,970616.1481,590801.0967,1043258.105,1146996.73,788131.3179,1149742.632,427310.411,2688201.237,731411.0451,1374301.01,463183.3435,188405.5139,1077165.444,445367.2458,1313213.477,456607.3832,1317491.176,583234.6974,733726.7274,810731.6754,2352951.892,609718.7669,1475478.94,286652.1214,439079.4422,411419.3431,250218.2427,1128238.262,549375.6376,347715.7019,1546175.345,3115892.802,1307835.034,86199.92576,627868.8422,709918.6016,977514.4949
"M311T205",311.2061176,205.106,303866.2528,351260.7717,188218.6508,198967.7402,205521.627,282485.5591,260605.9739,192126.3314,214909.2777,240336.6492,224523.9795,243956.2555,393817.9692,235141.149,214659.0534,224709.554,208720.8935,427621.9096,458149.7459,478581.821,506574.7106,542708.4126,408548.4876,213002.5628,192873.2928,NA,NA,NA,8094.025012,NA,NA,12606.97931,NA,NA,NA,NA,3843.60983,NA,NA,NA,NA,3171.17321,66749.57102,7239.370923,NA,NA,NA,NA,NA,NA,NA,NA,NA,26610.58636,NA,NA,NA,9736.408761,NA,11287.57175,NA,NA,NA,NA,65727.31469,147936.1081,NA,436836.2434,5315549.238,NA,NA,NA,NA,NA,NA,NA,3922.614534,204704.1302,NA,NA,NA,NA,NA,NA,6279.867794,NA,5901.382582,NA,NA,6811.120326,NA,NA,5457.961603,29278.78703,36277.75945,NA,4935.218973,32262.92578,5108.671511,NA,138611.4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136039.094,NA,12592.1734,3114.255315,NA,NA,7675.308594,3642.636061,NA,NA,NA,NA,21801.33868,NA,NA,NA,NA,68297.56544,NA,3545.337547,NA,NA,NA,984135.6777,40225.81922,NA,26473.44789,NA,NA,NA,38837.03613,21018.57783,NA,NA,28936.49734,NA,NA,NA,NA,NA,NA,NA,NA,2396639.931,NA,15434537.59,NA,NA,NA,NA,195157.9643,NA,NA,NA,267952.3054,10291.00518,NA,NA,6099284.694,NA,NA,NA,NA,33380.19819,887466.7592,NA,NA,NA,NA,NA,NA,NA,NA,1415791.62,NA,7757.270616,NA,NA,NA,NA,NA,1461505.641,NA,4747.323844,5659.920052,4263.471073,NA,NA,NA,5961.959775,NA,17471.89605,NA,NA,NA,NA,NA
"M313T224",313.1545847,224.0815,3329939.288,3360800.084,3300646.845,3425244.174,3357035.499,3491673.86,3508443.829,3460452.524,3507268.834,3435527.238,3451455.513,3415027.051,3462083.964,3396435.541,3384073.739,3372929.628,3353589.232,3409920.757,3370610.94,3368063.49,3454499.482,3424851.884,3389146.902,3393392.945,3436467.403,4667624.004,3508922.747,2198621.781,1563090.836,3232111.152,2609669.642,4058078.575,4962829.422,3291222.704,3774725.425,3956830.429,3756662.822,5567221.199,31079.15065,3055311.414,1116600.569,3122611.871,1753875.76,3711314.653,4703684.942,3154785.512,4222203.773,1845311.363,5078005.58,4155114.846,3507766.118,1365954.581,3183207.546,2264419.231,1912448.667,4002151.893,3439344.695,2735717.433,1653141.908,2878432.278,3130874.984,4729485.918,4983287.082,4293639.841,2580157.602,2460344.578,3756965.514,4353508.603,1245915.399,3354149.905,2310693.54,5307342.628,7325840.176,346578.0967,4324104.645,4927097.716,3084058.513,2606678.201,3658956.596,3448909.676,1498887.51,4236235.317,6211095.602,1264515.469,2168524.449,2842732.569,1237108.788,3739972.931,1449657.932,2363424.85,5055861.965,1966197.401,3222325.895,1881609.579,1786188.172,2989268.645,3709781.79,1108736.346,7328544.737,1705354.922,4929393.755,3647322.663,2567327.653,3098741.288,4135588.21,2486344.415,3168944.299,4580626.083,4392482.788,4176277.064,242475.7486,3225621.762,105176.1401,1444506.513,6308901.76,3758761.22,2498844.321,4274178.292,3561684.051,3894526.417,6441564.413,183686.846,3244119.391,2624340.373,4733397.639,2850806.132,1661665.783,859890.6774,3609929.611,3336806.098,2783753.231,2053647.806,4941679.117,1730794.563,3085391.807,3504518.563,3224144.871,4425768.603,3122007.014,1301118.679,5841917.582,1087593.307,663848.2514,5296599.993,1580595.744,2383267.656,1581296.988,5668541.092,1581768.725,7280063.209,1430322.77,3910318.292,2745245.713,1383959.177,5804694.636,6487117.279,555522.6546,4412635.045,5124096.719,1111890.227,3822201.73,2724674.558,2507113.401,6134832.86,3932463.679,1245483.892,6065321.413,5366017.906,1522663.899,2717841.313,1571109.301,2070055.529,6276391.449,2196102.031,1069176.026,3575514.553,4966386.522,4195511.422,4445925.372,3224094.804,1703714.999,3154194.318,2852794.16,2592102.001,3275775.176,4395248.015,3950792.409,5221205.812,3414133.917,3444139.263,3469072.869,2426602.024,5670639.613,1183308.205,5354998.355,4265385.052,3774104.74,4343241.424,6105046.102,4051121.812,2144582.722,3239388.663,2593167.79,4976079.441,3352757.546,2040687.609,5335791.683,3220156.037,3529935.738,207791.8609,3659755.677,4183165.041,3489835.721,6724337.533,5340656.769,3863436.747,4566603.937
"M314T224",314.1578639,224.077,633870.7734,634173.6376,631709.2353,651511.4259,636372.0326,670770.0996,683160.1837,670623.2472,676694.8421,659651.4649,668084.4948,659159.9316,658097.4409,655543.2055,648574.0624,644410.6558,642074.9702,644151.9657,643541.8355,637301.9615,656958.9506,645507.7295,642172.9231,643580.9652,659978.6527,903300.3419,667693.8942,408362.0536,291947.863,616905.4086,497977.9907,777980.8789,969306.7194,621847.4085,725917.9449,768192.222,718538.1353,1103298.22,5762.189822,585129.3534,208187.9007,593086.7969,328073.7528,703126.4208,916503.2807,606077.6196,810534.6921,356673.4806,1010524.418,807615.7303,680519.9545,260333.983,617795.9112,422103.6097,358730.4716,779407.9465,657760.1705,521740.0386,308912.4744,551511.4087,602792.7871,935950.2609,978727.5682,815651.0294,491044.8436,468014.7249,723508.8269,838880.132,236913.0149,652727.7614,439732.4685,1057003.746,1516245.752,63984.6978,833388.7187,973717.6894,593777.8285,498859.4404,706405.4546,674076.2604,283455.5073,822317.371,1251427.872,234619.1369,415304.9759,542872.3785,232605.424,721382.8347,273301.9448,448396.3779,1002065.286,370110.6864,616477.6948,346027.8039,337649.2767,571061.3325,718644.6072,209127.1104,1520024.12,324440.9937,975409.723,700987.4478,481615.7008,587881.2946,807623.9104,477794.8348,605511.2649,896347.1962,857211.9851,806112.9728,44304.90779,616330.1001,20060.93595,276096.2961,1305438.282,729214.6614,473991.4577,831943.4961,691724.6458,751266.1757,1284468.275,34072.25609,611025.6199,494937.24,932382.2036,543965.403,314208.8177,164541.5904,696666.5605,644701.2841,527996.2922,382402.5261,959260.8997,326606.4083,595651.721,669442.2601,622152.3222,866670.2305,599266.5128,245978.1877,1141319.4,201792.9534,121954.0477,1033205.726,297705.0603,443649.3899,292134.75,1099003.904,291305.9518,1462932.114,262995.5233,746669.9904,521589.9385,259602.0829,1161220.35,1290943.352,102295.3575,840510.4267,997178.9712,205286.67,731169.8767,516483.9508,470972.1264,1205009.391,752622.4738,233110.6131,1212270.869,1032289.054,282310.2117,516887.4949,293729.1275,388764.2417,1244222.7,414641.5264,197788.1934,685114.5933,971499.4939,813140.9422,862152.4003,615004.1073,315349.8665,599949.9369,539442.5669,494585.7355,623449.924,851703.5068,760624.2061,1019773.833,652555.0133,656345.4693,660871.5653,454510.5106,1127311.719,219884.6798,1050168.135,822132.721,724255.2053,836731.1866,1215765.485,768019.2502,401758.5533,617978.1127,495744.9463,970050.6249,636460.37,386554.3041,1051792.219,606024.6526,674781.889,38474.83382,702394.8482,801042.7521,674890.4603,1340065.336,1041756.428,747148.0621,888806.3827
