"name","mz","rt","QC36","QC37","QC38","QC39","QC40","QC41","QC42","QC43","QC44","QC45","QC46","QC47","QC48","QC49","QC50","QC51","QC52","QC53","QC54","QC55","QC56","QC57","QC58","QC59","QC60","EC0552","ECA111","EC7274","EC618","EC619","ECA168","ECA225","EC6840","EC6857","EC6926","ECA004","EC0628_1","ECA162","EC7135","ECA424","EC625","ECA222","EC7514","EC8551","EC7087","ECA220","EC6953","ECA507","ECA201","ECA102","ECA1088","EC0909","ECA504","EC7064","EC656","EC7570","EC0753","ECA137","ECA1161","EC7490","ECA301","EC6849","ECA100","EC6864","EC6988","EC7031","ECA299","EC7482","EC636","EC738","EC0890","EC7470","EC6951","EC686","EC0356","EC7060","EC7025","ECA195","EC687","ECA188","EC628","EC7143","EC611","EC7354","EC7279","EC4A1168","EC6938","EC7084","EC7340","EC7139","EC620","EC6812","ECA097","EC595","EC0848","EC7511","ECA041","EC7327","EC7179","EC298","EC6843","EC655","ECA297","ECA176","EC632","EC0788","ECA328","ECA287","EC237","ECA125","EC7515","ECA038","ECA120","EC0239","ECA1143","EC7320","ECA217","EC7101","EC7492","ECA239","EC7351","EC7392","EC7276","ECA214","EC7009","EC189","ECA408","ECA212","EC0114","ECA126","ECA121","EC0214","ECA286","EC7063","EC7384","EC627_1","EC6934","EC6907","ECFC145","EC7454","ECA107","EC6758","EC7355","EC6913","ECA210","EC7285","ECA573","EC7341","ECA327","EC7502","ECA098","ECA197","ECA169","ECA288","EC616","ECA642","ECA537","EC7286","ECA290","ECA193","EC0858","ECA405","EC6809","ECA407","ECA167","EC6915","EC7183","EC0364","ECA108","EC7028","EC0466","ECA425","ECA1070","EC7282","EC6775","EC302","EC6850","ECA106","EC7507","EC735","EC7070","EC623","EC7184","EC577","EC0830","EC0576","ECA508","EC612","EC7393","EC6993","EC633","ECA110","EC0864","ECA574","EC6945","ECA418","EC7383","EC653","EC7114","EC1A1079","EC711_1","EC0547","EC0628_2","EC7326","EC646","EC0681","ECA186","ECA143","EC733","ECA103","ECA022","EC7061","ECA1142","ECA216","ECA024","ECA415","EC6851"
"M557T242_1",557.0114763,242.2385,2289864.95,2241323.913,2211467.358,2153268.571,2164218.177,2141164.318,2140343.959,2177877.143,2167123.21,2258748.962,2251748.75,2283245.506,2240197.142,2248535.614,2311410.105,2141973.39,2021625.797,2133233.966,2093932.856,2185384.973,2345077.922,2164378.439,2216540.304,2115734.741,2212854.672,3878135.076,NA,2702033.681,NA,NA,NA,NA,3247145.569,2226718.896,2056218.811,NA,3102911.203,NA,2463286.977,NA,NA,NA,3255153.433,3598238.62,3257580.667,NA,2452143.99,NA,NA,NA,3513106.91,3230954.7,NA,2991297.532,NA,3284917.969,2863687.544,NA,3298536.838,3333481.063,NA,2207844.346,NA,2401121.535,1651339.542,1369987.729,NA,3496107.607,49662.51974,NA,3146450.428,3064514.331,1406234.967,NA,3363793.483,2868308.08,1818938.466,NA,NA,NA,NA,1950405.42,1315578.982,2627402.761,2575235.596,4009272.054,2516252.312,2254523.764,1718986.067,1863403.777,23597.16301,2753040.794,NA,1386915.785,2539570.594,2640407.732,NA,3094553.245,2588786.533,3626355.712,3138054.665,NA,NA,NA,NA,2910373.221,NA,NA,1487211.882,NA,2784571.18,NA,NA,3585083.811,3101787.6,2342561.362,NA,3005284.767,2927719.002,NA,3282807.606,3876754.011,1419224.489,NA,3581968.194,NA,NA,NA,NA,NA,NA,2581958.452,NA,2828522.324,2024469.727,NA,3276876.067,1817051.466,2557085.584,2596158.375,NA,1681525.018,3759839.419,4232847.912,NA,3277550.421,NA,2425210.322,NA,2287320.553,NA,NA,NA,NA,1335111.605,NA,NA,3122850.721,NA,NA,3228629.685,NA,1184568.825,NA,NA,2355506.148,2658617.717,3692571.871,NA,3269530.566,2641370.983,NA,3303024.446,2225727.578,2422802.152,3363364.52,2463925.362,NA,3040134.373,NA,1237372.423,NA,4019389.841,1996364.732,3575345.273,4186567.455,NA,1679358.309,2927801.289,1750673.927,NA,NA,2760916.086,1347614.705,2587733.118,NA,3063800.178,NA,1456597.445,3101176.647,NA,2290096.462,2821086.696,3272757.972,NA,3547928.48,NA,NA,NA,NA,NA,2324930.04,2859050.229,NA,NA,NA,2734428.948
"M557T242_2",557.3459996,242.2325,1903957.652,1869501.977,1849082.036,1781083.31,1781818.548,1778171.8,1775385.203,1808736.758,1811951.597,1876423.961,1866491.109,1897053.513,1860673.376,1882119.651,1931074.453,1791781.013,1684042.482,1773911.845,1741006.349,1816759.42,1935287.645,1794156.431,1836316.062,1763003.349,1850058.915,3211366.818,NA,2245648.336,NA,NA,NA,NA,2689336.097,1870597.178,1709299.341,NA,2584945.085,NA,2052909.699,NA,NA,NA,2726227.446,2986284.421,2701945.513,NA,2039756.264,NA,NA,NA,2918961.006,2700377.923,NA,2514562.606,NA,2718568.211,2385279.97,NA,2745465.966,2774268.345,NA,1834394.128,NA,2007512.257,1374071.139,1149565.011,NA,2915699.703,40467.75993,NA,2622587.425,2556683.337,1176405.494,NA,2818470.198,2388014.931,1509719.936,NA,NA,NA,NA,1596882.099,1094600.276,2199010.705,2147198.564,3346835.358,2101661.77,1877093.582,1440173.983,1546609.862,18706.55742,2287102.232,NA,1157257.737,2117696.155,2199645.836,NA,2603314.066,2158554.331,3018865.131,2606100.026,NA,NA,NA,NA,2417201.041,NA,NA,1234414.513,NA,2305636.375,NA,NA,2996785.935,2569922.995,1952860.958,NA,2504378.098,2422665.782,NA,2714460.379,3217896.855,1179378.505,NA,2992702.477,NA,NA,NA,NA,NA,NA,2150699.168,NA,2353090.93,1697922.286,NA,2723366.346,1494904.162,2120680.403,2156842.22,NA,1396652.546,3114732.041,3523042.191,NA,2732034.019,NA,2029368.557,NA,1885702.651,NA,NA,NA,NA,1105081.803,NA,NA,2605478.376,NA,NA,2703144.648,NA,983268.6911,NA,NA,1961430.804,2233695.439,3056525.031,NA,2717577.916,2195397.484,NA,2748171.829,1846499.664,2021536.437,2795406.438,2061718.637,NA,2524083.756,NA,1027586.762,NA,3352340.312,1649944.935,2994960.584,3468895.625,NA,1384956.061,2424424.299,1457069.138,NA,NA,2292701.868,1125141.094,2143444.29,NA,2543913.289,NA,1206310.982,2573154.891,NA,1928070.071,2353516.527,2707725.121,NA,2958745.637,NA,NA,NA,NA,NA,1932471.046,2384457.046,NA,NA,NA,2273637.731
"M558T242_1",557.6806086,242.2385,939804.7949,924899.7062,905737.5217,884466.1784,880077.6216,878810.6882,877510.6884,892437.4533,886833.0535,927502.0336,926070.9516,936244.2047,927803.2122,917419.658,955682.2057,884343.5897,828072.9244,872486.629,853314.0969,894891.7601,959266.606,879860.6786,902427.9691,872890.2192,922149.4908,1596968.112,NA,1106442.031,NA,NA,NA,NA,1340674.04,917098.2154,844851.3589,NA,1269823.343,NA,1011143.575,NA,NA,NA,1347986.973,1485494.177,1334522.33,NA,1010435.126,NA,NA,NA,1441712.036,1323237.856,NA,1230093.802,NA,1351351.609,1180283.857,NA,1356389.814,1379078.118,NA,911620.3944,NA,999284.9036,676598.9255,570838.2035,NA,1444157.113,20065.58084,NA,1295802.397,1269115.258,573849.238,NA,1391890.355,1179866.576,745097.7566,NA,NA,NA,NA,793531.7367,538434.5449,1083091.137,1048760.003,1649387.229,1038738.274,925651.2774,707285.6153,770631.9721,8664.775546,1124805.166,NA,574484.0096,1047309.334,1089585.011,NA,1281000.051,1070210.797,1489043.971,1293135.222,NA,NA,NA,NA,1198027.701,NA,NA,611669.04,NA,1142820.121,NA,NA,1476858.247,1263065.242,961845.4932,NA,1237783.712,1205048.718,NA,1355496.549,1572380.432,577005.1159,NA,1472830.032,NA,NA,NA,NA,NA,NA,1068969.663,NA,1154531.422,830728.0014,NA,1351941.673,739507.6627,1049484.545,1066108.977,NA,692834.4021,1549414.012,1725711.224,NA,1349668.625,NA,1004623.803,NA,928115.8914,NA,NA,NA,NA,549258.4212,NA,NA,1295613.139,NA,NA,1336116.311,NA,488367.3297,NA,NA,965151.9445,1102111.358,1521354.082,NA,1339570.665,1087254.466,NA,1358201.038,907377.8082,1002966.817,1381115.11,1020110.888,NA,1239927.289,NA,508450.0932,NA,1657187.027,814920.7367,1484800.075,1732222.708,NA,682523.3945,1202818.947,713723.3637,NA,NA,1127715.735,558375.9187,1066026.564,NA,1249920.597,NA,593267.6623,1273800.705,NA,949071.1914,1161362.144,1347885.365,NA,1475304.555,NA,NA,NA,NA,NA,950893.8316,1168695.347,NA,NA,NA,1123270.147
"M559T242_1",558.6643325,242.067,534705.5732,519848.9016,529041.009,538990.0487,511900.9778,525045.1765,531863.2264,538391.6271,544695.4431,569255.8229,583263.4933,592042.1051,594556.0774,587347.8239,613734.8307,573013.6896,560392.0964,553430.5843,561365.3703,567574.8989,588619.9015,554562.951,564576.1498,540144.9759,570985.7226,890877.5571,NA,620993.1316,NA,NA,NA,NA,765988.6561,529158.3978,482322.8353,NA,746785.1996,NA,577961.7161,NA,NA,NA,778300.2077,868717.0432,803482.701,NA,586520.3171,NA,NA,NA,879973.1602,822229.9989,NA,750312.6398,NA,815093.4574,735376.9301,NA,832062.4906,852522.0041,NA,554693.5916,NA,600926.7423,414433.5732,334077.2081,NA,867769.4913,13097.01251,NA,793148.0105,782560.4858,364706.5958,NA,830905.6857,744716.4253,462693.8226,NA,NA,NA,NA,481895.8916,323518.3088,650804.287,676123.7201,980665.3877,636589.1354,585058.7951,435743.7458,475771.0223,NA,680979.0507,NA,353255.936,650442.0497,675725.4343,NA,821664.3962,647295.986,913253.0648,829597.7232,NA,NA,NA,NA,710383.4656,NA,NA,392169.2474,NA,718345.2878,NA,NA,969857.2952,826999.9064,607039.9188,NA,776020.5868,781587.994,NA,869267.7901,1012205.064,379695.101,NA,934072.9238,NA,NA,NA,NA,NA,NA,687062.2159,NA,729608.9564,532630.5701,NA,864416.6738,487150.3149,667690.312,696673.6486,NA,464096.1721,1034812.159,1152876.676,NA,903694.9481,NA,637806.0139,NA,606073.9951,NA,NA,NA,NA,362508.3924,NA,NA,867464.6549,NA,NA,863673.1164,NA,316069.1483,NA,NA,604016.2719,699982.3176,989428.9084,NA,862106.781,698006.0334,NA,875919.3913,579172.4352,617331.6246,896965.5364,651505.6116,NA,792181.5161,NA,318490.0016,NA,1039540.63,526302.4233,980510.9771,1103485.231,NA,428617.2237,764487.4407,451775.6009,NA,NA,737299.5769,352692.5308,685148.8224,NA,823921.2611,NA,381181.3982,811781.6146,NA,593014.6865,739183.3663,856947.4832,NA,933323.7323,NA,NA,NA,NA,NA,597688.6832,744189.5344,NA,NA,NA,693179.3818
"M560T207",560.3269847,207.181,940935.9937,928892.1316,911034.9118,937263.7861,944889.1394,911499.6007,920259.5501,915859.0509,895993.3725,888871.9642,897582.5852,856595.6607,884153.9657,871467.9352,833931.7933,939562.627,883968.0152,900864.5988,888593.0894,893052.6588,954952.3918,886731.9663,879203.449,865021.246,856355.8797,2642998.26,NA,1113744.084,NA,NA,NA,NA,1668568.021,1683719.526,1407366.284,NA,1504026.45,NA,805003.4551,NA,NA,NA,1502104.143,2640572.183,1933380.245,NA,1924292.367,NA,NA,NA,1861821.506,1598686.066,NA,1941469.57,NA,1929870.636,1477084.748,NA,1596109.316,2281607.663,NA,1599962.494,NA,896876.701,561237.6428,477449.7223,NA,2960721.064,17788.76076,NA,1729846.569,1582069.514,503552.9149,NA,2138244.864,1725947.088,1252332.398,NA,NA,NA,NA,739152.9729,378260.5271,987896.1645,1973957.004,4317675.156,1099412.511,700724.5293,1031108.99,1239067.183,10230.70723,1158553.895,NA,413215.095,1059803.279,1085081.685,NA,1549917.318,985058.8707,1955072.851,1334294.369,NA,NA,NA,NA,1216715.703,NA,NA,368040.9519,NA,1215405.946,NA,NA,2338022.976,1223150.095,1466497.592,NA,1497398.704,1174465.762,NA,1750950.909,2908766.246,781963.635,NA,1627408.956,NA,NA,NA,NA,NA,NA,962680.9893,NA,880933.7376,1103720.261,NA,1318851.707,1053197.347,949248.8028,816204.396,NA,902175.5173,1820559.913,2293331.357,NA,2929516.054,NA,977286.3334,NA,838119.997,NA,NA,NA,NA,388755.8127,NA,NA,1980746.605,NA,NA,2023280.115,NA,744382.3536,NA,NA,815450.598,1301214.854,2757761.751,NA,1718157.243,1051228.186,NA,2030301.09,1605215.767,901433.461,1866409.403,555065.6175,NA,1524758.862,NA,437313.6293,NA,4082090.39,534330.1132,1805459.176,1740888.881,NA,529961.3837,1146349.999,1103684.155,NA,NA,1063893.935,362242.5032,1038368.76,NA,1706936.637,NA,569294.6708,1133361.31,NA,826223.8674,1341981.126,1244614.179,NA,1944863.999,NA,NA,NA,NA,NA,1785069.859,1234770.985,NA,NA,NA,980119.0667
"M560T276",560.399136,276.461,180397.8853,178986.6291,180205.0757,182712.2006,185891.1807,183113.24,183241.4237,178756.4625,181125.2334,176618.8714,170500.9513,170923.6238,173278.9541,171528.0956,164150.0138,169371.8813,174100.7184,174071.1663,169383.4403,168792.691,160690.2068,168769.1995,168183.8179,172919.0933,147277.9202,NA,NA,NA,NA,NA,8045496.806,NA,NA,NA,NA,NA,NA,2672068.727,474909.854,NA,NA,NA,NA,NA,NA,NA,NA,63460.89614,8050989.181,NA,NA,NA,NA,NA,NA,NA,NA,6167.537145,NA,NA,NA,NA,NA,NA,1213386.724,43541.62899,NA,NA,8834.036023,NA,NA,NA,2634006.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,88326.24275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54705.28475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23098.53842,NA,NA,NA,1241786.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25136.87252,NA,9540.403496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006023.106,NA,NA,NA,6893.20896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262404.7244,NA,NA,NA,84589.81852,NA,NA,231586.8244,NA,NA,NA,962593.0242,NA,NA,NA,NA,NA,32698.40394,NA,NA,NA,NA,2623477.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M562T227",562.3429178,226.856,1297084.289,1305328.109,1304253.351,1294813.784,1256599.496,1230869.222,1289577.124,1275599.093,1275283.931,1244958.91,1253659.397,1238788.897,1215500.626,1204758.972,1235911.357,1183717.005,1178860.845,1259645.134,1206769.953,1266670.3,1216266.519,1241972.338,1240807.584,1235556.504,1233951.909,2832664.682,NA,1413867.109,NA,NA,968420.3557,NA,1842823.416,2247942.29,2103130.335,NA,1698536.662,627792.0496,818217.0625,NA,NA,NA,1760115.369,2449971.894,2187077.38,NA,2824617.114,234567.888,893992.0199,NA,2528958.229,1910301.972,NA,1960537.101,NA,1850067.178,1558372.828,NA,2021669.321,2146899.475,NA,2540538.781,NA,1032125.507,720254.6474,517814.7322,NA,2669545.377,13155.87858,NA,1842492.864,1785446.33,949973.9831,NA,2112002.755,1547440.773,1677156.814,NA,NA,NA,NA,861644.5146,371137.3794,1351689.834,3170564.597,2836034.187,1214506.148,941589.5761,1732376.761,1888727.145,9268.660254,1376534.429,NA,406497.1933,1330802.64,1228932.081,NA,1922075.753,1170974.151,2123259.106,1699253.308,NA,NA,NA,8030.63787,1521855.7,NA,NA,609401.9971,NA,1358802.299,NA,NA,2299072.542,1603075.508,2533026.867,NA,1680414.391,1411640.131,NA,1770231.387,2723428.46,1383458.432,NA,2090520.074,21073.72818,NA,NA,NA,NA,NA,1335786.478,NA,1212516.207,2012180.825,NA,1717867.679,1648354.88,1158810.638,980069.8337,NA,1515210.442,2025288.468,2719254.896,NA,2223513.946,NA,1124312.738,NA,967198.0687,NA,NA,NA,NA,502872.8439,NA,NA,1973404.004,NA,NA,1984592.047,NA,1073895.855,NA,NA,1050545.26,1418496.55,2474377.282,NA,2048720.861,1231904.808,NA,2164323.784,2596785.511,1140115.443,1844320.482,770760.6275,NA,1667987.22,NA,398873.9776,NA,2923851.648,529636.1903,2366826.475,2353469.193,NA,580619.5082,1367486.447,1695127.704,NA,NA,1254534.446,335603.8878,1230846.343,NA,1776227.13,NA,773069.5436,1476684.288,NA,1071092.648,1461724.07,1748885.934,NA,2440713.277,NA,NA,NA,NA,NA,2844503.02,1627184.863,NA,NA,NA,1342231.804
"M563T227_1",562.8448412,226.854,702643.811,681439.9965,684863.7435,680903.6995,677855.1049,661221.8215,678139.1995,658824.9104,667618.7795,663471.4188,665417.5298,653255.0261,648865.7925,648480.8026,668447.4689,626259.5209,637045.3799,657356.4372,642583.0401,650925.722,642269.4052,639497.6481,643226.384,637517.635,642545.571,1529504.668,NA,754947.3371,NA,NA,NA,NA,986281.001,1206354.128,1131641.291,NA,912218.6112,NA,435007.7553,NA,NA,NA,945080.8949,1315000.958,1169936.042,NA,1527736.291,NA,NA,NA,1362642.28,1033606.608,NA,1062429.047,NA,989124.1286,835633.679,NA,1090174.425,1157822.636,NA,1378992.32,NA,554751.3852,300249.7037,271382.2093,NA,1426668.09,4844.067851,NA,990955.9135,957945.7972,304744.7643,NA,1144822.529,832057.8755,900285.6764,NA,NA,NA,NA,461070.2122,178690.327,709472.0655,1706612.237,1530098.695,656407.6852,505489.9153,932168.2714,1024541.412,9022.608711,736540.3909,NA,205811.586,713034.9875,653747.9155,NA,1048825.938,623594.4397,1139982.857,918070.5909,NA,NA,NA,NA,817464.0009,NA,NA,214386.9204,NA,734363.8262,NA,NA,1229767.629,856294.4181,1358689.412,NA,892512.7543,771282.6467,NA,955656.4944,1445923.16,744773.4881,NA,1100565.808,NA,NA,NA,NA,NA,NA,720603.2461,NA,655179.5782,1066189.927,NA,923114.4873,892510.6975,628511.9701,524953.8368,NA,807980.3909,1095567.441,1467380.498,NA,1179823.185,NA,603879.8673,NA,519541.59,NA,NA,NA,NA,193816.3407,NA,NA,1068482.826,NA,NA,1066403.621,NA,572800.8726,NA,NA,557958.5229,762015.7743,1318687.291,NA,1078848.449,654121.9216,NA,1143698.213,1374413.429,604207.2333,988685.7343,404781.4009,NA,896887.1355,NA,209574.8544,NA,1540819.606,279677.869,1261050.157,1237998.342,NA,253329.3256,723433.8356,892991.2055,NA,NA,669645.1026,178338.7323,656667.6978,NA,942957.5398,NA,316907.0277,781343.5937,NA,567559.747,786429.0942,935328.9971,NA,1304528.001,NA,NA,NA,NA,NA,1522204.663,867948.9351,NA,NA,NA,714178.2826
"M564T212",564.3583388,212.221,2854601.669,2825426.096,2805608.075,2824111.523,2803510.53,2758213.009,2786043.92,2739127.647,2774504.222,2715828.864,2730073.172,2647271.515,2710110.969,2737963.911,2586832.601,2636380.071,2660867.92,2708381.428,2728472.481,2712568.606,2697669.812,2709270.077,2692793.494,2666326.382,2601289.435,6180941.257,126962.9244,2458917.86,113138.9826,107602.7337,139951.0604,106774.2943,3873227.981,4697150.27,4296817.863,101371.8584,3778703.305,112257.9501,3453037.569,102876.2576,125505.3699,97915.06697,3681407.482,6041319.512,4471470.39,95307.021,5643497.015,103422.2678,105340.7277,94512.68468,4556149.173,3931913.396,158437.1409,3855649.851,91781.92588,4766164.679,3774802.004,87903.97849,4075627.175,4916059.518,100114.2807,4419497.812,86056.45143,2415243.069,2461624.821,1928199.494,90847.52442,5580798.553,160662.5584,86590.52094,4107590.544,3756025.437,2003084.239,82487.16376,5014699.144,4005538.381,3766241.978,88873.88342,83461.07019,83100.44727,76991.30534,1807726.008,1817078.278,2596032.829,5925903.97,8133230.82,2325996.59,1740575.037,3406552.119,3821869.357,113894.9879,2803569.502,84388.10057,1911122.233,2635295.776,2669728.254,87806.11973,3424738.715,2150406.14,4668677.546,3389944.15,72359.37039,70472.82737,66547.90573,179993.5753,3292891.177,73629.47557,73801.0553,1842899.778,80579.21772,2947621.212,74967.57891,72656.13713,4740531.021,3179890.747,4439153.238,71340.46015,3775014.157,2882009.351,73982.61925,3851799.757,5569873.534,2864198.666,72684.3274,3984394.952,113871.5005,75206.67202,74724.06054,77586.20575,62453.73447,105090.4052,2287860.421,79072.99486,2315817.956,3354595.799,70214.97987,3351229.299,3315200.975,2459641.909,2206327.858,68434.26113,2710398.2,4409631.415,5163343.39,87395.05449,5512765.166,79551.50217,2403791.805,72701.13484,2050648.043,73239.33545,71253.76065,85385.69334,72772.52101,1883754.412,83115.74225,102597.1348,4597715.512,85163.00855,120308.0238,4507926.501,81304.3718,2384866.206,76495.64426,71967.66643,2047690.792,2875023.288,6003639.261,92360.21192,4096057.926,2747917.68,94997.89857,4663620.84,4983024.939,2335665.724,4527998.206,2834120.891,72047.97282,3503408.63,77790.85576,2064211.271,88040.603,7516362.81,2376234.149,4387710.298,4119936.418,67473.86185,2432898.116,2700608.592,3510130.309,77481.47016,92243.14324,2741984.532,1779896.89,2482485.44,75926.75654,4087531.662,70035.45711,2412133.278,2875560.293,68977.90465,2130624.053,3375109.631,3117584.592,79449.8786,4770209.131,88107.32418,111730.8854,65583.62575,66302.39922,68917.14893,5536423.081,3111804.94,70435.0316,66964.23029,67679.9473,2665427.503
"M566T402",566.3215211,402.136,1312237.057,1291551.322,1245384.409,1250601.764,1228863.843,1300866.95,1312925.963,1257985.401,1196900.624,1280620.601,1233346.475,1340131.584,731201.2572,1321790.585,1217854.567,1354096.058,1332742.678,772677.985,772707.3582,1304342.474,1309285.124,1435627.741,1402385.552,1385310.956,1499681.145,1214157.874,1041817.396,1077219.821,1210048.337,677766.9022,2307040.986,1252372.77,1325880.671,1264065.642,1914845.363,1220671.456,1531431.063,1138830.74,476260.5847,762557.0242,1216053.821,819540.7751,1904652.357,840275.1882,1021849.952,785511.4868,942850.2101,896286.7147,614597.3288,877149.3583,1154129.741,1370017.972,984090.9202,1855637.297,1015719.013,1083536.744,1131799.222,953635.71,884729.1577,2144125.754,979357.0588,1054076.56,943171.2086,1103123.463,1086818.466,1325284.306,890689.6602,1238443.721,131223.3043,675586.4498,928495.5381,1019417.464,809126.9714,1756801.431,1299730.463,744151.4766,816763.593,1050642.441,808459.6964,905705.7512,522908.6114,1554432.889,1078858.274,787563.5909,684709.9149,1132060.474,1072884.203,562463.321,814396.5954,1697254.47,566937.2449,518243.9993,1420926.968,615401.6075,646863.662,1555389.934,664815.1317,1182708.367,442895.8548,633787.0951,1198313.114,919727.0235,1651028.46,878667.668,495982.7064,1751820.257,1199003.455,1554654.12,1151501.493,602589.7269,833512.0991,902802.6683,1176821.2,896989.2348,942624.7164,1346597.609,1349805.994,1608567.875,919009.7344,662767.86,685987.9471,1472928.898,1663727.272,1773461.952,831406.1684,1276602.641,694865.2162,455926.5359,732707.6918,690338.7229,701569.19,703677.4608,1013432.447,1139928.363,1567565.16,896089.4491,989295.3,1146355.621,518010.7653,583598.7431,1202421.195,1224934.98,1056900.628,1188121.019,859177.7978,1087384.531,1613188.409,1009045.919,1126336.122,1508814.946,1451121.146,1365803.905,1522826.035,906154.6526,506605.3056,950565.7811,1272001.986,1065002.008,381429.4057,793859.8836,955315.8429,1495779.844,1244297.002,763099.1003,849449.2196,728933.1673,931896.7068,781703.717,1335556.249,710115.6633,800257.9512,801513.2366,873473.4195,1295832.809,850390.2814,1188450.479,135284.3454,1999711.687,1278870.749,1167301.94,1108755.358,744721.804,730374.3352,610589.6049,1110429.76,1037521.141,677601.2249,741166.0326,1279670.385,640504.9246,1394840.943,916532.0638,1645084.812,614862.927,1384670.277,1521878.815,802236.765,928980.5079,559138.6193,685034.7122,968759.0705,1358665.072,868294.2674,1189218.083,1425680.523,2065400.522,1347228.296,566802.1195,418030.247,1223173.271,1377675.124,1426125.727,834370.0608,1157910.016,839369.6743,1093857.594,566233.8037
"M567T608",567.4189111,607.959,956356.4792,964415.3,800331.9716,795326.7665,724130.9597,888563.9345,904900.8908,776932.2246,628496.0197,587242.924,548666.2328,720318.3018,581275.6306,772930.5892,702590.594,817843.416,633365.8659,958336.9332,713783.1797,665151.0884,514132.981,791592.9503,660543.6278,799846.074,798880.5518,2221841.414,1640889.393,1173716.088,870120.577,1013401.677,3218976.116,1169056.266,1098409.605,494507.1953,753309.7629,818666.4215,3002384.131,1810297.405,1320145.358,2242427.052,736055.6032,849994.7936,1239045.95,1339076.177,1286047.626,1267455.5,852792.277,696625.0377,1798221.772,930255.2113,1266950.926,1017291.35,592867.8194,413000.9103,1696194.464,1394793.798,1647746.373,1084066.263,1489110.523,591491.3887,1250699.731,792516.7277,1160753.75,797064.0716,975180.6808,954543.9778,1141257.962,1069322.36,67656.27306,1784611.223,1819381.568,1367278.023,623842.4547,607245.3489,2618135.262,3284748.211,1474611.332,621146.1781,1383037.411,519082.5357,1669047.634,858001.2628,513195.211,1083933.508,372377.5066,1447053.522,820437.8089,954350.617,2366183.117,1015998.809,545326.7161,945654.2668,646144.324,848116.7607,799028.7953,1452818.738,1283535.602,564024.1468,709992.3077,696864.7067,644068.2788,927848.4395,945354.0579,899140.5202,1017983.147,576692.7412,827523.2549,432307.6221,308477.4626,671517.071,1222061.247,1281127.683,1286990.92,803033.9263,1619771.941,362557.0013,568710.7354,720071.2535,606392.3622,822025.9802,675631.5245,558628.8811,1090688.725,299272.4411,749578.2195,1103672.101,1035704.595,1259842.738,540425.1087,1216912.522,748041.3263,1143096.741,851075.0606,1187140.614,692400.7223,1289553.543,1478699.631,789694.9324,699131.2871,1012742.394,995768.4797,545601.4815,1542866.16,846671.1757,816448.05,1062203.073,1019060.661,1251454.263,601473.6494,701232.1035,689646.8507,1183520.319,886139.3341,416518.8196,559040.3242,1712947.145,1393957.515,2187101.581,1307370.035,2143577.336,2019833.281,1103828.674,1296738.995,620162.0565,1562227.397,1158660.917,1339315.249,2086684.186,1644437.227,462119.7212,1379807.549,637913.8171,434004.0359,441914.2275,961645.0098,1465895.675,1153229.382,641094.0924,1584212.594,992788.9562,1421620.291,957126.3504,1132376.331,397797.0953,1864557.92,2284311.08,890366.3705,428912.7853,1045580.315,654818.0645,1026707.765,1693499.858,1847647.199,1137497.963,918838.7099,355498.4144,1230129.091,668399.4519,688418.5915,1476771.456,1320062.125,738908.6689,2234941.06,633245.3318,1227332.654,2065722.011,1016421.344,1001317.646,934670.2847,788103.0521,779694.9751,754941.3984,760166.7326,785640.5837,237661.7016,662752.9325,675653.9595
