"name","mz","rt","polarity"
"M102T53_POS",102.054948795163,52.7492485046387,"positive"
"M103T423_POS",102.50883441175,422.599548339844,"positive"
"M103T824_POS",102.968049903194,823.570007324219,"positive"
"M103T823_POS",103.006587928497,822.957824707031,"positive"
"M103T640_POS",103.006627970172,640.373565673828,"positive"
"M103T610_POS",103.006639540492,610.007690429688,"positive"
"M103T789_POS",103.006610067561,788.754577636719,"positive"
"M103T500_POS",103.006681378337,500.003463745117,"positive"
"M103T569_POS",103.00666884599,569.30517578125,"positive"
"M103T475_POS",103.006678044277,474.515777587891,"positive"
"M103T589_POS",103.006647053913,588.911010742188,"positive"
"M103T518_POS",103.006678213444,518.031005859375,"positive"
"M103T541_POS",103.006675673615,541.059387207031,"positive"
"M103T441_POS",103.006678877874,440.92724609375,"positive"
"M103T756_POS",103.006612290621,756.153991699219,"positive"
"M103T734_POS",103.006620867472,733.500549316406,"positive"
"M103T382_POS",103.006685257985,382.269622802734,"positive"
"M103T704_POS",103.006622851941,703.619934082031,"positive"
"M103T289_POS",103.006685023025,289.372848510742,"positive"
"M103T673_POS",103.006629397824,673.325927734375,"positive"
"M103T360_POS",103.006679966124,360.228088378906,"positive"
"M103T338_POS",103.006684861228,338.179656982422,"positive"
"M103T248_POS",103.006682306764,247.735366821289,"positive"
"M103T322_POS",103.006680280737,322.074600219727,"positive"
"M103T307_POS",103.006688893164,307.192443847656,"positive"
"M103T411_POS",103.006678600474,410.807968139648,"positive"
"M103T33_2_POS",103.05420578257,33.1538486480713,"positive"
"M103T263_POS",103.054237931807,263.303375244141,"positive"
"M103T521_POS",103.07539020134,520.800201416016,"positive"
"M103T374_POS",103.075396164335,373.564651489258,"positive"
"M104T823_2_POS",104.013399986543,823.232513427734,"positive"
"M104T33_POS",104.057544178796,33.1224708557129,"positive"
"M104T374_POS",104.078716770104,373.570373535156,"positive"
"M104T595_POS",104.106958600773,595.03369140625,"positive"
"M104T581_POS",104.10695978587,581.420776367188,"positive"
"M104T630_POS",104.106964020763,630.438171386719,"positive"
"M105T886_POS",104.963370131267,886.406188964844,"positive"
"M105T914_POS",104.963379957028,913.960174560547,"positive"
"M105T939_POS",104.963385026618,938.72998046875,"positive"
"M105T963_POS",104.963389292168,963.485168457031,"positive"
"M105T1004_POS",104.963390791398,1003.83288574219,"positive"
"M105T981_POS",104.963391745173,981.192474365234,"positive"
"M105T850_POS",104.963336009542,849.959869384766,"positive"
"M105T824_POS",105.002367607566,823.572265625,"positive"
"M105T126_POS",105.033548585768,125.621578216553,"positive"
"M105T33_POS",105.069821589434,33.2464332580566,"positive"
"M105T823_POS",105.070979505065,823.259124755859,"positive"
"M105T434_POS",105.07077461895,433.813232421875,"positive"
"M105T595_POS",105.110327791985,594.951324462891,"positive"
"M105T581_POS",105.110346415527,581.492004394531,"positive"
"M106T853_POS",105.971148139706,853.193664550781,"positive"
"M106T886_POS",105.971178152679,886.4111328125,"positive"
"M106T939_POS",105.971196060298,938.774078369141,"positive"
"M106T979_POS",105.971204965624,979.327728271484,"positive"
"M106T125_POS",106.036873947166,125.034557342529,"positive"
"M107T629_POS",106.556001950936,629.098876953125,"positive"
"M107T829_POS",107.001402677197,828.763488769531,"positive"
"M107T33_2_POS",107.049133052855,33.1600227355957,"positive"
"M107T555_POS",107.049160484969,554.962432861328,"positive"
"M107T84_POS",107.060368593714,84.1531524658203,"positive"
"M107T37_POS",107.085539112019,37.0767669677734,"positive"
"M108T846_POS",107.971508445177,846.329956054688,"positive"
"M108T33_2_POS",108.052446509521,33.162036895752,"positive"
"M109T866_POS",108.958276292247,865.984710693359,"positive"
"M109T896_POS",108.9582930266,896.035461425781,"positive"
"M109T949_POS",108.958310073454,949.019165039062,"positive"
"M109T974_POS",108.958317621514,973.797637939453,"positive"
"M109T1003_POS",108.958320236927,1002.58032226562,"positive"
"M109T921_POS",108.958304237732,920.769897460938,"positive"
"M109T36_POS",109.101214178751,35.713306427002,"positive"
"M109T246_POS",109.101245944245,245.572372436523,"positive"
"M110T38_POS",110.034919660626,38.2456359863281,"positive"
"M110T35_POS",110.060170480814,34.5277347564697,"positive"
"M110T266_POS",110.071315526791,265.686126708984,"positive"
"M111T852_POS",111.023234340715,851.683532714844,"positive"
"M111T887_POS",111.023255577705,886.713989257812,"positive"
"M111T921_POS",111.023266217237,921.082702636719,"positive"
"M111T947_POS",111.023268859535,946.767120361328,"positive"
"M111T963_POS",111.023272045773,962.603637695312,"positive"
"M111T995_POS",111.023272455564,995.262512207031,"positive"
"M111T36_2_POS",111.080461813873,35.8709907531738,"positive"
"M111T279_POS",111.080502401433,278.834136962891,"positive"
"M111T564_POS",111.116857304555,564.266357421875,"positive"
"M111T520_POS",111.116880424814,520.084075927734,"positive"
"M111T473_POS",111.116867894038,472.959503173828,"positive"
"M111T201_POS",111.116873897777,201.056076049805,"positive"
"M112T33_POS",112.050533040222,33.1697998046875,"positive"
"M112T46_POS",112.11205698141,46.4214630126953,"positive"
"M112T564_POS",112.12018123046,563.988311767578,"positive"
"M112T520_POS",112.120228954118,520.2294921875,"positive"
"M112T201_POS",112.12021835088,201.0322265625,"positive"
"M113T986_POS",113.018991672191,985.841339111328,"positive"
"M113T33_POS",113.034452989204,33.0145015716553,"positive"
"M113T850_POS",113.018867459571,850.234619140625,"positive"
"M113T934_POS",113.01896996324,934.085327148438,"positive"
"M113T888_POS",113.018928336594,887.95654296875,"positive"
"M113T36_POS",113.059692058882,36.0203380584717,"positive"
"M113T144_POS",113.096133210871,144.332572937012,"positive"
"M114T34_POS",114.066000878605,33.8131561279297,"positive"
"M114T126_POS",114.091443011806,126.125877380371,"positive"
"M114T156_POS",114.091467900886,155.782775878906,"positive"
"M114T74_POS",114.12776207876,74.0497169494629,"positive"
"M114T356_POS",114.127801378864,355.573120117188,"positive"
"M115T877_POS",114.946873742144,877.068603515625,"positive"
"M115T974_POS",114.94686337905,973.812683105469,"positive"
"M115T845_POS",114.946958069891,845.336547851562,"positive"
"M115T45_POS",115.050139214243,44.9765872955322,"positive"
"M115T509_POS",115.050334671462,509.4453125,"positive"
"M115T36_2_POS",115.075397043613,36.1210556030273,"positive"
"M115T389_POS",115.111810727772,389.072891235352,"positive"
"M115T75_POS",115.131116736504,74.6656341552734,"positive"
"M116T33_POS",116.057554829145,33.4164199829102,"positive"
"M117T865_POS",116.985806450829,865.390258789062,"positive"
"M117T1000_POS",116.985768097707,999.791107177734,"positive"
"M117T965_POS",116.985787703566,965.384002685547,"positive"
"M117T908_POS",116.985823843606,908.396545410156,"positive"
"M117T941_POS",116.985779598925,940.899230957031,"positive"
"M117T824_POS",116.985610008434,823.7841796875,"positive"
"M117T116_POS",116.985942980916,116.056930541992,"positive"
"M117T46_POS",117.057330514489,46.2162475585938,"positive"
"M117T279_POS",117.057300812813,278.769470214844,"positive"
"M117T569_POS",117.069931006972,569.387847900391,"positive"
"M117T45_POS",117.069903333592,44.8184242248535,"positive"
"M118T36_POS",117.989235594277,35.9704895019531,"positive"
"M118T862_POS",117.989184479176,861.973449707031,"positive"
"M118T42_POS",118.06508288425,42.4236278533936,"positive"
"M118T209_POS",118.06515111088,208.502868652344,"positive"
"M119T838_POS",118.978957558162,837.660675048828,"positive"
"M119T977_POS",119.018952006973,977.177490234375,"positive"
"M119T1006_POS",119.018954315721,1006.11517333984,"positive"
"M119T38_POS",119.019099782954,37.8482131958008,"positive"
"M119T867_POS",119.018919567552,867.333282470703,"positive"
"M119T947_POS",119.018947815787,946.799194335938,"positive"
"M119T895_POS",119.018934808867,895.377685546875,"positive"
"M119T918_POS",119.018939215169,918.294860839844,"positive"
"M119T46_POS",119.068500201958,46.1604156494141,"positive"
"M119T33_POS",119.073060826589,33.0737266540527,"positive"
"M119T619_POS",119.085568397747,618.525573730469,"positive"
"M120T839_POS",119.986559571484,838.854705810547,"positive"
"M120T33_1_POS",120.038274028209,33.3843269348145,"positive"
"M120T33_2_POS",120.080711615918,33.3240051269531,"positive"
"M120T33_3_POS",120.123574835273,33.1007957458496,"positive"
"M121T837_POS",120.99460818156,836.737670898438,"positive"
"M121T823_POS",121.017136462579,823.251373291016,"positive"
"M121T614_POS",121.017176644883,614.27978515625,"positive"
"M121T542_POS",121.017348880172,542.296447753906,"positive"
"M121T463_POS",121.028163770722,462.701965332031,"positive"
"M121T676_POS",121.017190547974,675.942443847656,"positive"
"M121T57_POS",121.031536407063,57.1434783935547,"positive"
"M121T180_POS",121.028404353393,180.091598510742,"positive"
"M121T33_1_POS",121.039483732299,32.8305225372314,"positive"
"M121T434_POS",121.064822102703,434.093307495117,"positive"
"M121T33_2_POS",121.083817493078,33.2115669250488,"positive"
"M121T412_POS",121.10123507819,412.358306884766,"positive"
"M122T825_POS",121.987152711556,825.4853515625,"positive"
"M122T642_POS",121.987217760139,641.543884277344,"positive"
"M122T615_POS",121.98723023235,614.964324951172,"positive"
"M122T589_POS",121.987230283681,588.668548583984,"positive"
"M122T601_POS",121.987209140674,600.525543212891,"positive"
"M122T570_POS",121.987254262979,570.417724609375,"positive"
"M122T405_POS",121.987269964668,404.56591796875,"positive"
"M122T677_POS",121.987199003968,676.948944091797,"positive"
"M122T543_POS",121.98727377278,542.599182128906,"positive"
"M122T792_POS",121.987183703963,792.199096679688,"positive"
"M122T501_POS",121.987270454683,501.217193603516,"positive"
"M122T712_POS",121.987204369722,711.515502929688,"positive"
"M122T735_POS",121.98720402906,735.441467285156,"positive"
"M122T757_POS",121.987191598253,757.037292480469,"positive"
"M122T476_POS",121.987274116054,476.085876464844,"positive"
"M122T439_POS",121.987271367845,439.378631591797,"positive"
"M122T251_POS",121.987274428639,250.526992797852,"positive"
"M122T824_POS",122.02050428078,823.573669433594,"positive"
"M122T202_POS",122.027064554803,201.519416809082,"positive"
"M122T34_POS",122.026876589524,33.8291358947754,"positive"
"M122T67_POS",122.057667240292,67.3950958251953,"positive"
"M122T33_POS",122.087433372012,33.1020011901855,"positive"
"M123T33_1_POS",123.044056905135,33.4366569519043,"positive"
"M123T266_POS",123.04181838188,265.679763793945,"positive"
"M123T56_POS",123.055268865023,56.0325584411621,"positive"
"M123T33_2_POS",123.096467674247,32.9883613586426,"positive"
"M123T34_POS",123.116809613424,34.1651382446289,"positive"
"M124T595_POS",123.958526365333,594.732116699219,"positive"
"M124T826_POS",123.982630728833,825.696807861328,"positive"
"M124T641_POS",123.982693511829,641.362609863281,"positive"
"M124T588_POS",123.982708533881,588.0048828125,"positive"
"M124T615_POS",123.982710214516,615.302185058594,"positive"
"M124T570_POS",123.982734516384,570.399688720703,"positive"
"M124T677_POS",123.982681922503,677.221099853516,"positive"
"M124T781_POS",123.982662941321,780.900512695312,"positive"
"M124T411_POS",123.982754163412,411.431793212891,"positive"
"M124T711_POS",123.982674818451,711.348754882812,"positive"
"M124T440_POS",123.982758870533,440.007385253906,"positive"
"M124T197_POS",124.050638071403,196.79320526123,"positive"
"M124T56_POS",124.058684473954,56.2212448120117,"positive"
"M124T594_POS",124.209101388111,594.419708251953,"positive"
"M125T594_POS",124.999818790315,594.116027832031,"positive"
"M125T630_POS",124.999831852443,630.060089111328,"positive"
"M125T772_POS",124.99980057826,772.241485595703,"positive"
"M125T745_POS",124.999832563772,745.061096191406,"positive"
"M125T822_POS",125.009857650723,822.332397460938,"positive"
"M125T574_POS",124.999873274028,573.515533447266,"positive"
"M125T836_POS",125.038886344831,835.666687011719,"positive"
"M125T60_POS",125.036252458907,59.5544757843018,"positive"
"M125T84_POS",125.070972248101,83.8811721801758,"positive"
"M125T37_POS",125.096136570909,37.0484371185303,"positive"
"M126T36_POS",126.054892210411,36.4340896606445,"positive"
"M126T175_POS",126.091410128544,174.655494689941,"positive"
"M127T594_1_POS",126.786839058027,594.398132324219,"positive"
"M127T827_POS",126.981440764161,827.208435058594,"positive"
"M127T832_POS",127.034535756472,832.407531738281,"positive"
"M127T586_POS",127.030592670975,586.031799316406,"positive"
"M127T46_POS",127.039093752175,45.8512725830078,"positive"
"M127T38_POS",127.075357997362,37.6384468078613,"positive"
"M127T36_POS",127.111703879647,35.9223251342773,"positive"
"M127T603_POS",127.273392082602,603.126892089844,"positive"
"M128T215_POS",128.107090307785,215.09822845459,"positive"
"M129T828_POS",128.979670340365,827.545166015625,"positive"
"M129T832_POS",129.030191273676,832.170227050781,"positive"
"M129T36_POS",129.065784590737,35.9842567443848,"positive"
"M129T37_POS",129.090964310957,36.8386325836182,"positive"
"M129T468_POS",129.12744341968,468.001403808594,"positive"
"M130T34_POS",130.049958653577,33.8630027770996,"positive"
"M130T175_POS",130.065004551971,174.992767333984,"positive"
"M130T208_POS",130.065267268791,208.437065124512,"positive"
"M130T278_POS",130.065257474199,278.271514892578,"positive"
"M130T45_POS",130.065340254756,44.6327381134033,"positive"
"M130T318_POS",130.065289192203,318.074401855469,"positive"
"M130T582_POS",130.20909077386,581.515869140625,"positive"
"M131T604_POS",130.712948252549,603.981292724609,"positive"
"M131T824_1_POS",130.95266367447,823.841674804688,"positive"
"M131T868_POS",130.981710170345,868.409210205078,"positive"
"M131T823_POS",131.001398165614,822.984924316406,"positive"
"M131T824_2_POS",131.050207890508,823.786193847656,"positive"
"M131T33_POS",131.049175070946,33.1159572601318,"positive"
"M131T263_POS",131.049535061799,262.820831298828,"positive"
"M131T208_POS",131.068659619401,208.439651489258,"positive"
"M131T279_POS",131.068928451979,278.536224365234,"positive"
"M131T41_POS",131.081391915549,40.8176307678223,"positive"
"M132T33_1_POS",131.96133580497,32.6612205505371,"positive"
"M132T823_POS",132.004763436613,823.263977050781,"positive"
"M132T278_POS",132.044446228061,278.497894287109,"positive"
"M132T33_2_POS",132.06527358669,33.3828239440918,"positive"
"M132T45_POS",132.08067385544,44.9706611633301,"positive"
"M132T174_POS",132.080808693697,174.035018920898,"positive"
"M132T34_POS",132.101912595793,33.6350555419922,"positive"
"M133T581_POS",132.78883102478,581.40478515625,"positive"
"M133T862_POS",132.958235406224,861.682983398438,"positive"
"M133T895_POS",132.958304934896,895.37890625,"positive"
"M133T1004_POS",132.958341106589,1003.52648925781,"positive"
"M133T949_POS",132.958331596623,949.273132324219,"positive"
"M133T975_POS",132.958349529236,975.300109863281,"positive"
"M133T923_POS",132.958326168803,923.241088867188,"positive"
"M133T824_POS",132.997467526504,823.567138671875,"positive"
"M133T36_POS",133.034389720567,35.5474891662598,"positive"
"M133T458_POS",133.064802033916,458.037567138672,"positive"
"M133T45_POS",133.084064031891,44.79296875,"positive"
"M133T35_POS",133.105305786456,34.997688293457,"positive"
"M133T587_POS",133.101197848901,587.324890136719,"positive"
"M133T604_POS",133.292825705732,603.985412597656,"positive"
"M134T925_POS",133.966224629114,924.797576904297,"positive"
"M134T946_POS",133.966228421814,946.179077148438,"positive"
"M134T1004_POS",133.966244217887,1004.43615722656,"positive"
"M134T858_POS",133.966131041418,857.967529296875,"positive"
"M134T893_POS",133.966190945613,893.011016845703,"positive"
"M134T974_POS",133.966241117414,973.649261474609,"positive"
"M134T835_POS",134.002385329352,835.497314453125,"positive"
"M134T278_POS",134.060044805034,278.296356201172,"positive"
"M134T37_POS",134.044817456149,37.28444480896,"positive"
"M134T191_POS",134.060045701522,191.169929504395,"positive"
"M135T970_POS",134.958623937445,969.721954345703,"positive"
"M135T866_POS",134.958603289153,866.019958496094,"positive"
"M135T906_POS",134.958667808645,906.217407226562,"positive"
"M135T115_POS",134.996495643882,115.461410522461,"positive"
"M135T917_POS",134.996462865065,917.056579589844,"positive"
"M135T974_POS",134.996473157131,973.752136230469,"positive"
"M135T942_POS",134.996467263684,941.886138916016,"positive"
"M135T1008_POS",134.996478856247,1007.50872802734,"positive"
"M135T894_POS",134.996448680266,893.523132324219,"positive"
"M135T824_POS",134.995393179156,823.5703125,"positive"
"M135T865_POS",134.996424351363,865.056701660156,"positive"
"M135T36_POS",134.996487202088,36.3947982788086,"positive"
"M135T823_POS",135.032761669885,822.678894042969,"positive"
"M135T641_POS",135.032823736951,641.011596679688,"positive"
"M135T589_POS",135.032838268222,589.239624023438,"positive"
"M135T614_POS",135.032842061789,614.171264648438,"positive"
"M135T600_POS",135.032820720551,600.480651855469,"positive"
"M135T569_POS",135.032859681644,569.491333007812,"positive"
"M135T795_POS",135.032787566777,795.1513671875,"positive"
"M135T542_POS",135.032869169009,541.683959960938,"positive"
"M135T675_POS",135.032819108364,674.570892333984,"positive"
"M135T477_POS",135.032866603765,476.681640625,"positive"
"M135T756_POS",135.032789305814,755.547485351562,"positive"
"M135T735_POS",135.032806129031,735.107238769531,"positive"
"M135T706_POS",135.032808219925,705.662170410156,"positive"
"M135T446_POS",135.03286990483,446.094650268555,"positive"
"M135T502_POS",135.03287465449,501.677062988281,"positive"
"M135T417_POS",135.032868537711,417.021392822266,"positive"
"M135T210_POS",135.044071690565,210.080718994141,"positive"
"M135T434_POS",135.080432751339,434.287780761719,"positive"
"M135T480_POS",135.080424948412,480.418029785156,"positive"
"M135T108_POS",135.101542851885,108.041801452637,"positive"
"M135T37_POS",135.116810957802,37.0442428588867,"positive"
"M136T864_POS",135.99980202262,863.827392578125,"positive"
"M136T893_POS",135.999814416049,893.220001220703,"positive"
"M136T991_POS",135.999832614162,990.87060546875,"positive"
"M136T965_POS",135.999830212533,965.075012207031,"positive"
"M136T945_POS",135.999825283677,944.508758544922,"positive"
"M136T920_POS",135.99982234012,919.742370605469,"positive"
"M136T827_POS",135.992693369149,826.700225830078,"positive"
"M136T41_POS",135.999918918701,40.7814254760742,"positive"
"M136T823_POS",136.036193154888,822.708923339844,"positive"
"M136T53_POS",136.061851415352,52.7569732666016,"positive"
"M136T126_POS",136.073309358518,126.218795776367,"positive"
"M136T434_POS",136.083840485657,434.164260864258,"positive"
"M136T156_POS",136.073349872574,156.440803527832,"positive"
"M136T35_POS",136.075729256715,34.8220233917236,"positive"
"M137T840_POS",136.989552657789,839.811279296875,"positive"
"M137T891_POS",136.992509584116,891.046264648438,"positive"
"M137T865_POS",137.000597148585,865.388854980469,"positive"
"M137T964_POS",136.992626902435,964.1416015625,"positive"
"M137T989_POS",136.992605301145,988.750122070312,"positive"
"M137T940_POS",136.992584968594,939.833312988281,"positive"
"M137T916_POS",136.992599696883,915.813171386719,"positive"
"M137T1013_POS",137.000416613749,1012.81021118164,"positive"
"M137T867_POS",137.029348577146,866.934173583984,"positive"
"M137T918_POS",137.029400567771,918.28759765625,"positive"
"M137T945_POS",137.029412630595,945.241149902344,"positive"
"M137T1002_POS",137.029429737217,1001.66003417969,"positive"
"M137T971_POS",137.029420161866,970.973999023438,"positive"
"M137T894_POS",137.029345653941,893.831024169922,"positive"
"M137T833_POS",137.018817607606,833.070831298828,"positive"
"M137T39_2_POS",137.04570940967,38.6851005554199,"positive"
"M137T182_POS",137.082234613231,181.823928833008,"positive"
"M137T36_1_POS",137.095871632636,36.3084259033203,"positive"
"M137T480_POS",137.132521786404,479.796203613281,"positive"
"M138T841_POS",137.99280791541,840.9833984375,"positive"
"M138T873_POS",137.992715516855,873.4609375,"positive"
"M138T898_POS",137.992707943831,897.849761962891,"positive"
"M138T990_POS",137.992713427262,989.869018554688,"positive"
"M138T973_POS",137.992719644793,973.138885498047,"positive"
"M138T939_POS",137.992706592016,938.81103515625,"positive"
"M138T1009_POS",137.992719519724,1009.07803344727,"positive"
"M138T958_POS",137.992711860046,958.269165039062,"positive"
"M138T916_POS",137.992708012812,916.434448242188,"positive"
"M138T38_POS",138.049115415909,38.0082988739014,"positive"
"M138T266_POS",138.066251989426,265.687133789062,"positive"
"M138T511_POS",138.055036078699,511.195281982422,"positive"
"M138T182_POS",138.066221843054,181.836410522461,"positive"
"M138T822_POS",138.287477241661,822.085632324219,"positive"
"M139T823_POS",138.991420559994,823.49853515625,"positive"
"M139T39_POS",138.989357304445,39.0444297790527,"positive"
"M139T824_POS",139.02757749487,823.563415527344,"positive"
"M139T866_POS",139.018146600095,866.004821777344,"positive"
"M139T905_POS",139.018165563962,905.291839599609,"positive"
"M139T967_POS",139.018187309266,966.628753662109,"positive"
"M139T423_POS",139.039047493997,422.740905761719,"positive"
"M139T831_POS",139.054496443372,830.966003417969,"positive"
"M139T34_POS",139.049984554911,34.2117023468018,"positive"
"M139T497_POS",139.039056669214,496.809173583984,"positive"
"M139T171_POS",139.039030477265,171.268463134766,"positive"
"M139T511_POS",139.058288762432,511.163513183594,"positive"
"M139T81_POS",139.072957541903,81.1192245483398,"positive"
"M139T266_POS",139.069608103726,265.675872802734,"positive"
"M139T166_POS",139.086644880623,165.573104858398,"positive"
"M139T37_2_POS",139.111689442848,36.8578720092773,"positive"
"M140T824_2_POS",140.068073007182,824.127868652344,"positive"
"M140T266_POS",140.068233037254,265.983840942383,"positive"
"M140T573_POS",140.068221258581,573.313171386719,"positive"
"M140T182_POS",140.068235243579,181.826736450195,"positive"
"M141T823_POS",140.76441704451,823.263244628906,"positive"
"M141T865_POS",141.01379145206,864.773712158203,"positive"
"M141T555_POS",141.018252804821,555.037445068359,"positive"
"M141T967_POS",141.013821147727,966.723266601562,"positive"
"M141T942_POS",141.013816916887,942.450561523438,"positive"
"M141T908_POS",141.013812892946,908.074523925781,"positive"
"M141T1001_POS",141.013827839347,1001.03234863281,"positive"
"M141T33_POS",141.052081531943,33.1558380126953,"positive"
"M141T829_POS",141.050069698134,829.435852050781,"positive"
"M141T825_POS",141.071523447389,824.963928222656,"positive"
"M141T38_POS",141.09094624978,37.5851593017578,"positive"
