"name","mz","rt"
"M71T824_POS",70.9803366620476,823.564788818359
"M72T823_POS",71.9874113556294,823.258514404297
"M72T34_POS",72.0808152902304,33.8506488800049
"M73T36_POS",73.0284200495763,35.7731552124023
"M73T815_POS",73.064750047864,815.298553466797
"M73T749_POS",73.3084581749615,748.723937988281
"M74T765_POS",74.2208546082803,765.258392333984
"M74T815_POS",74.2901324939562,815.197448730469
"M75T749_POS",75.0228761295128,748.648590087891
"M76T807_POS",76.1057949032977,806.952209472656
"M77T786_POS",76.856354972429,785.577087402344
"M77T33_POS",77.038245375723,32.846565246582
"M78T47_POS",77.968296561652,47.0595684051514
"M79T33_POS",79.0540724055276,33.266881942749
"M79T817_POS",79.075271195402,817.383056640625
"M79T556_POS",79.0752491580802,556.239013671875
"M79T581_POS",79.0752556370418,581.452392578125
"M79T626_POS",79.0752537291768,626.115844726562
"M79T655_POS",79.0752316164338,655.234008789062
"M80T814_POS",80.0494476933889,814.209167480469
"M80T661_POS",80.0494720558568,660.564270019531
"M81T36_POS",81.0698845907754,36.0825119018555
"M82T33_POS",81.9866224418035,32.7484874725342
"M82T47_POS",82.4071653059152,47.0622215270996
"M83T832_POS",83.0214874289323,831.551055908203
"M83T37_POS",83.0491234088796,36.7653274536133
"M84T34_1_POS",84.0444121119072,33.9988822937012
"M85T267_POS",84.6145752362936,267.171569824219
"M85T704_POS",84.709587867141,703.771423339844
"M85T35_POS",85.0284004072662,35.1289367675781
"M85T36_POS",85.0647935663746,36.1594390869141
"M86T182_POS",86.0032312929376,182.09846496582
"M86T36_POS",86.0598957533986,35.5103931427002
"M86T34_POS",86.0964053798487,33.8240985870361
"M86T819_POS",86.0963197289242,819.463348388672
"M86T594_POS",86.0960772658544,594.410705566406
"M87T36_1_POS",87.0440617619189,35.9704895019531
"M87T814_POS",87.080396307691,814.030456542969
"M87T704_POS",87.2672076974444,703.602783203125
"M88T894_POS",87.960576941336,894.137084960938
"M88T939_POS",87.9605945778734,938.940734863281
"M88T856_POS",87.9605616305173,856.135162353516
"M88T36_POS",88.0389242234034,35.873706817627
"M88T38_POS",88.0756977808162,38.477840423584
"M88T625_1_POS",88.1900575023209,625.153778076172
"M88T625_2_POS",88.4405589517337,625.182556152344
"M89T266_POS",88.873242227886,266.291473388672
"M89T589_POS",88.9908963962091,588.898620605469
"M89T569_POS",88.9909632737561,569.2998046875
"M89T615_POS",88.9908942546833,614.851257324219
"M89T645_POS",88.9908765805199,644.580169677734
"M89T438_POS",88.9910073579542,437.717498779297
"M89T406_POS",88.9910099414273,406.4990234375
"M89T213_POS",88.9910029767709,213.112411499023
"M89T824_POS",88.9909356114891,823.828979492188
"M89T46_POS",89.0384414140668,45.7213401794434
"M90T50_POS",89.7570832058628,50.2359161376953
"M91T895_POS",90.9476967575586,894.769470214844
"M91T1005_POS",90.9477119098073,1005.24841308594
"M91T865_POS",90.947682602505,865.038940429688
"M91T964_POS",90.9477117927159,964.452941894531
"M91T984_POS",90.9477125569722,983.622375488281
"M91T942_POS",90.9477071205047,942.450256347656
"M91T920_POS",90.9477040141139,920.131652832031
"M91T46_POS",91.0540472697086,46.3904876708984
"M91T33_2_POS",91.0542103171327,33.2091217041016
"M92T33_POS",92.0575498164109,33.1413536071777
"M93T979_POS",92.9481213604023,979.022216796875
"M93T847_POS",92.9858818467814,847.119079589844
"M93T971_POS",92.9859727098665,970.652465820312
"M93T1012_POS",92.9859722705396,1012.18518066406
"M93T945_POS",92.9859654398242,944.663635253906
"M93T916_POS",92.9859611412286,915.818542480469
"M93T883_POS",92.9859487941127,882.98828125
"M93T34_POS",93.0698939011008,33.5379657745361
"M93T581_POS",93.1020889721023,581.412536621094
"M94T33_POS",94.041238278912,33.4863395690918
"M94T35_POS",94.0651249688568,34.914888381958
"M95T34_POS",95.0491322069355,33.5855140686035
"M95T126_POS",95.0491699368753,125.675903320312
"M95T35_2_POS",95.0854496213222,35.3009757995605
"M95T625_POS",95.085466221594,624.967895507812
"M95T655_1_POS",95.1978072058936,655.306945800781
"M95T655_2_POS",95.4484238444166,655.492126464844
"M96T34_POS",96.052247289702,34.2426872253418
"M96T127_POS",96.0525255657069,126.849166870117
"M97T863_POS",97.0075921119097,863.24853515625
"M97T895_POS",97.0076181870486,895.0703125
"M97T920_POS",97.0076224101539,920.145172119141
"M97T956_POS",97.0076250326539,956.022583007812
"M97T995_POS",97.0076244260349,994.951904296875
"M97T33_2_POS",97.0284504193391,33.4873085021973
"M97T36_POS",97.0648087283562,36.1760768890381
"M99T818_POS",98.9840350049019,818.320739746094
"M99T34_1_POS",98.9841432621876,34.342321395874
"M99T595_POS",98.9841235876613,594.7275390625
"M99T34_2_POS",99.0438045886122,33.5272922515869
"M99T236_POS",99.0804740149559,235.642028808594
"M99T589_POS",99.3303494960143,589.232238769531
"M100T33_POS",99.978658455291,32.7675819396973
"M100T38_POS",100.039275408347,37.8393096923828
"M100T67_POS",100.075674956212,67.4404907226562
"M100T35_POS",100.112041963701,34.9470024108887
"M101T36_1_POS",101.059718069879,36.272439956665
"M101T68_POS",101.079045869364,68.0027542114258
"M101T266_POS",101.310142969361,265.680725097656
"M102T840_POS",101.976198898315,840.062316894531
"M102T35_1_POS",102.054769625731,34.8806304931641
"M102T53_POS",102.054948795163,52.7492485046387
"M103T423_POS",102.50883441175,422.599548339844
"M103T824_POS",102.968049903194,823.570007324219
"M103T823_POS",103.006587928497,822.957824707031
"M103T640_POS",103.006627970172,640.373565673828
"M103T610_POS",103.006639540492,610.007690429688
"M103T789_POS",103.006610067561,788.754577636719
"M103T500_POS",103.006681378337,500.003463745117
"M103T569_POS",103.00666884599,569.30517578125
"M103T475_POS",103.006678044277,474.515777587891
"M103T589_POS",103.006647053913,588.911010742188
"M103T518_POS",103.006678213444,518.031005859375
"M103T541_POS",103.006675673615,541.059387207031
"M103T441_POS",103.006678877874,440.92724609375
"M103T756_POS",103.006612290621,756.153991699219
"M103T734_POS",103.006620867472,733.500549316406
"M103T382_POS",103.006685257985,382.269622802734
"M103T704_POS",103.006622851941,703.619934082031
"M103T289_POS",103.006685023025,289.372848510742
"M103T673_POS",103.006629397824,673.325927734375
"M103T360_POS",103.006679966124,360.228088378906
"M103T338_POS",103.006684861228,338.179656982422
"M103T248_POS",103.006682306764,247.735366821289
"M103T322_POS",103.006680280737,322.074600219727
"M103T307_POS",103.006688893164,307.192443847656
"M103T411_POS",103.006678600474,410.807968139648
"M103T33_2_POS",103.05420578257,33.1538486480713
"M103T263_POS",103.054237931807,263.303375244141
"M103T521_POS",103.07539020134,520.800201416016
"M103T374_POS",103.075396164335,373.564651489258
"M104T823_2_POS",104.013399986543,823.232513427734
"M104T33_POS",104.057544178796,33.1224708557129
"M104T374_POS",104.078716770104,373.570373535156
"M104T595_POS",104.106958600773,595.03369140625
"M104T581_POS",104.10695978587,581.420776367188
"M104T630_POS",104.106964020763,630.438171386719
