"name","mz","rt","polarity","p_value","fc"
"M100T35_POS",100.112041963701,34.9470024108887,"positive",0.711069927924102,1.14573943154148
"M101T36_1_POS",101.059718069879,36.272439956665,"positive",0.181541010174556,1.12148542347047
"M101T68_POS",101.079045869364,68.0027542114258,"positive",0.903943573112478,1.07557463174036
"M101T266_POS",101.310142969361,265.680725097656,"positive",0.657636915930059,0.905892094473517
"M102T840_POS",101.976198898315,840.062316894531,"positive",0.406069791252863,1.0950789650687
"M102T35_1_POS",102.054769625731,34.8806304931641,"positive",0.216058817999169,1.12691677007099
"M102T53_POS",102.054948795163,52.7492485046387,"positive",0.851565078893325,1.05794298134848
"M103T423_POS",102.50883441175,422.599548339844,"positive",0.819146321029936,0.937840291943927
"M103T824_POS",102.968049903194,823.570007324219,"positive",0.909762825868722,1.03635993135986
"M103T823_POS",103.006587928497,822.957824707031,"positive",0.985231010862735,0.999201021701948
"M103T640_POS",103.006627970172,640.373565673828,"positive",0.8785784561888,1.03830840854123
"M103T610_POS",103.006639540492,610.007690429688,"positive",0.966302499131492,0.989561996881559
"M103T789_POS",103.006610067561,788.754577636719,"positive",0.905440475608063,0.97316273810081
"M103T500_POS",103.006681378337,500.003463745117,"positive",0.133927549485945,0.8870287115072
"M103T569_POS",103.00666884599,569.30517578125,"positive",0.548223174511964,1.09153037079389
"M103T475_POS",103.006678044277,474.515777587891,"positive",0.611456752531333,0.936386846766239
"M103T589_POS",103.006647053913,588.911010742188,"positive",0.584192797701544,1.04653883899957
"M103T518_POS",103.006678213444,518.031005859375,"positive",0.168359866139587,0.895823487534313
"M103T541_POS",103.006675673615,541.059387207031,"positive",0.87824368003358,0.96983321815638
"M103T441_POS",103.006678877874,440.92724609375,"positive",0.933390747146899,0.981685100374073
"M103T756_POS",103.006612290621,756.153991699219,"positive",0.991028133914102,0.9969029509965
"M103T734_POS",103.006620867472,733.500549316406,"positive",0.872575888746435,1.03483951109007
"M103T382_POS",103.006685257985,382.269622802734,"positive",0.989990232068894,1.00312547647191
"M103T704_POS",103.006622851941,703.619934082031,"positive",0.657841450555638,1.07720526671003
"M103T289_POS",103.006685023025,289.372848510742,"positive",0.985211460009248,0.99418558939804
"M103T673_POS",103.006629397824,673.325927734375,"positive",0.321583532456865,0.879931464292954
"M103T360_POS",103.006679966124,360.228088378906,"positive",0.541479171227752,0.921183723570587
"M103T338_POS",103.006684861228,338.179656982422,"positive",0.568329114014764,0.928677899753678
"M103T248_POS",103.006682306764,247.735366821289,"positive",0.0218411938559473,0.804954358178955
"M103T322_POS",103.006680280737,322.074600219727,"positive",0.988160083417457,1.00472563654604
"M103T307_POS",103.006688893164,307.192443847656,"positive",0.831087613427534,1.03554391367845
"M103T411_POS",103.006678600474,410.807968139648,"positive",0.90922572585598,0.978455542852481
"M103T33_2_POS",103.05420578257,33.1538486480713,"positive",0.360384995188536,1.0582695629748
"M103T263_POS",103.054237931807,263.303375244141,"positive",0.964762477386586,0.985376446366477
"M103T521_POS",103.07539020134,520.800201416016,"positive",0.989990232068894,0.997941956534182
"M103T374_POS",103.075396164335,373.564651489258,"positive",0.983842785057568,0.998552251801427
"M104T823_2_POS",104.013399986543,823.232513427734,"positive",0.989990232068894,1.00229165008245
"M104T33_POS",104.057544178796,33.1224708557129,"positive",0.39799187193462,1.1033623797871
"M104T374_POS",104.078716770104,373.570373535156,"positive",0.611223350439892,1.04730228327709
"M104T595_POS",104.106958600773,595.03369140625,"positive",0.0717514900387896,0.927212039778187
"M104T581_POS",104.10695978587,581.420776367188,"positive",9.80754238548311e-07,0.885718690047008
"M104T630_POS",104.106964020763,630.438171386719,"positive",0.411136013671896,0.940882080600717
"M105T886_POS",104.963370131267,886.406188964844,"positive",0.555496497949239,0.944228545101087
"M105T914_POS",104.963379957028,913.960174560547,"positive",0.658888604622556,1.05232134933154
"M105T939_POS",104.963385026618,938.72998046875,"positive",0.99119321999925,1.00246108625155
"M105T963_POS",104.963389292168,963.485168457031,"positive",0.550515260376514,1.07494832946523
"M105T1004_POS",104.963390791398,1003.83288574219,"positive",0.560366434001759,1.0848884231056
"M105T981_POS",104.963391745173,981.192474365234,"positive",0.763194736266527,0.959710243279049
"M105T850_POS",104.963336009542,849.959869384766,"positive",0.908523472781712,0.989360268829564
"M105T824_POS",105.002367607566,823.572265625,"positive",0.822864406551419,0.927718896621664
"M105T126_POS",105.033548585768,125.621578216553,"positive",0.218040386702586,1.19637079355789
"M105T33_POS",105.069821589434,33.2464332580566,"positive",0.747259903997659,1.03996326314005
"M105T823_POS",105.070979505065,823.259124755859,"positive",0.795783913210488,1.04547639973033
"M105T434_POS",105.07077461895,433.813232421875,"positive",0.549908779501239,0.93480091869293
"M105T595_POS",105.110327791985,594.951324462891,"positive",0.0642676640936482,0.855285985121717
"M105T581_POS",105.110346415527,581.492004394531,"positive",1.84471798814675e-05,0.809140931713075
"M106T853_POS",105.971148139706,853.193664550781,"positive",0.667685257166177,0.933069523384392
"M106T886_POS",105.971178152679,886.4111328125,"positive",0.420333048520693,1.15541137189925
"M106T939_POS",105.971196060298,938.774078369141,"positive",0.20808405758973,1.21671686740968
"M106T979_POS",105.971204965624,979.327728271484,"positive",0.774970142419389,1.05817591552503
"M106T125_POS",106.036873947166,125.034557342529,"positive",0.806811160765299,1.10147206029107
"M107T629_POS",106.556001950936,629.098876953125,"positive",0.630023738817272,0.857621426288837
"M107T829_POS",107.001402677197,828.763488769531,"positive",0.958195417292557,0.986008295335483
"M107T33_2_POS",107.049133052855,33.1600227355957,"positive",0.411187816124599,1.08847731526382
"M107T555_POS",107.049160484969,554.962432861328,"positive",0.745820833044756,0.886126503526469
"M107T84_POS",107.060368593714,84.1531524658203,"positive",0.854148832631727,1.04896788046414
"M107T37_POS",107.085539112019,37.0767669677734,"positive",0.976000967956911,1.00472829263333
"M108T846_POS",107.971508445177,846.329956054688,"positive",0.792697291588261,0.964495687733104
"M108T33_2_POS",108.052446509521,33.162036895752,"positive",0.312158044412318,1.14969046786805
"M109T866_POS",108.958276292247,865.984710693359,"positive",0.649039341152132,1.04222451413865
"M109T896_POS",108.9582930266,896.035461425781,"positive",0.930203436451109,1.01407143856797
"M109T949_POS",108.958310073454,949.019165039062,"positive",0.523542150769544,1.0741183409306
"M109T974_POS",108.958317621514,973.797637939453,"positive",0.976273705103482,0.991991729193123
"M109T1003_POS",108.958320236927,1002.58032226562,"positive",0.172623763867756,1.12713059117442
"M109T921_POS",108.958304237732,920.769897460938,"positive",0.8486918429807,1.03303187906606
"M109T36_POS",109.101214178751,35.713306427002,"positive",0.745820833044756,1.04979712333024
"M109T246_POS",109.101245944245,245.572372436523,"positive",0.665309405125013,0.867321738766913
"M110T38_POS",110.034919660626,38.2456359863281,"positive",0.925700535850559,1.06376881426361
"M110T35_POS",110.060170480814,34.5277347564697,"positive",0.577245457673397,0.842978460151232
"M110T266_POS",110.071315526791,265.686126708984,"positive",0.472432946763621,1.17393533296137
"M111T852_POS",111.023234340715,851.683532714844,"positive",0.78990633591286,0.965261901918442
"M111T887_POS",111.023255577705,886.713989257812,"positive",0.882172033182121,0.973298485725553
"M111T921_POS",111.023266217237,921.082702636719,"positive",0.966175028215727,0.991604491269525
"M111T947_POS",111.023268859535,946.767120361328,"positive",0.634530283983227,0.93735245801841
"M111T963_POS",111.023272045773,962.603637695312,"positive",0.994992110208549,1.00175016365625
"M111T995_POS",111.023272455564,995.262512207031,"positive",0.848613716563122,0.95421275073656
"M111T36_2_POS",111.080461813873,35.8709907531738,"positive",0.830322718879699,1.03364422180925
"M111T279_POS",111.080502401433,278.834136962891,"positive",0.823884507359672,0.973579391919069
"M111T564_POS",111.116857304555,564.266357421875,"positive",0.959538925383913,1.01686009036715
"M111T520_POS",111.116880424814,520.084075927734,"positive",0.953801813636681,1.00427109118519
"M111T473_POS",111.116867894038,472.959503173828,"positive",0.190403999247476,0.905837110163926
"M111T201_POS",111.116873897777,201.056076049805,"positive",0.985211460009248,0.987466544035766
"M112T33_POS",112.050533040222,33.1697998046875,"positive",0.84497648666233,1.05228441097916
"M112T46_POS",112.11205698141,46.4214630126953,"positive",0.582704118145968,1.20361976422523
"M112T564_POS",112.12018123046,563.988311767578,"positive",0.823628711682833,0.919796259715308
"M112T520_POS",112.120228954118,520.2294921875,"positive",0.984652660252756,0.997224914770007
"M112T201_POS",112.12021835088,201.0322265625,"positive",0.824814502714228,1.11751472550835
"M113T986_POS",113.018991672191,985.841339111328,"positive",0.90904447927396,1.02971856404309
"M113T33_POS",113.034452989204,33.0145015716553,"positive",0.981120483697009,1.00913417716282
"M113T850_POS",113.018867459571,850.234619140625,"positive",0.846038830542803,1.03097395380551
"M113T934_POS",113.01896996324,934.085327148438,"positive",0.797992295467572,0.965931139793557
"M113T888_POS",113.018928336594,887.95654296875,"positive",0.850739210649274,0.970115924468219
"M113T36_POS",113.059692058882,36.0203380584717,"positive",0.0873615020383924,1.10441022090792
"M113T144_POS",113.096133210871,144.332572937012,"positive",0.872619366056362,0.944670444575239
"M114T34_POS",114.066000878605,33.8131561279297,"positive",0.74517520790699,1.10916868032819
"M114T126_POS",114.091443011806,126.125877380371,"positive",0.933519219632682,0.980886831518948
"M114T156_POS",114.091467900886,155.782775878906,"positive",0.95463586893493,1.02061007170592
"M114T74_POS",114.12776207876,74.0497169494629,"positive",0.900508905898294,1.03829405479751
"M114T356_POS",114.127801378864,355.573120117188,"positive",0.278548992245803,0.821809474165649
"M115T877_POS",114.946873742144,877.068603515625,"positive",0.926444367258463,1.02354405090227
"M115T974_POS",114.94686337905,973.812683105469,"positive",0.772864250408228,0.935210056138292
"M115T845_POS",114.946958069891,845.336547851562,"positive",0.920504094864915,1.02893417437113
"M115T45_POS",115.050139214243,44.9765872955322,"positive",0.847866068104871,0.970570577827441
"M115T509_POS",115.050334671462,509.4453125,"positive",0.610292232234528,0.899224771804022
"M115T36_2_POS",115.075397043613,36.1210556030273,"positive",0.620724080135141,1.04866041810938
"M115T389_POS",115.111810727772,389.072891235352,"positive",0.927773749794366,1.08380018528449
"M115T75_POS",115.131116736504,74.6656341552734,"positive",0.42790402600052,0.86406787685632
"M116T33_POS",116.057554829145,33.4164199829102,"positive",0.736575786979858,1.12746945632096
"M117T865_POS",116.985806450829,865.390258789062,"positive",0.983842785057568,1.0073290970618
"M117T1000_POS",116.985768097707,999.791107177734,"positive",0.816316378415291,0.936475872075893
"M117T965_POS",116.985787703566,965.384002685547,"positive",0.927773749794366,1.02765726948559
"M117T908_POS",116.985823843606,908.396545410156,"positive",0.990336626419702,0.995378584401697
"M117T941_POS",116.985779598925,940.899230957031,"positive",0.80745807079396,0.946971167040861
"M117T824_POS",116.985610008434,823.7841796875,"positive",0.639326721545135,0.929696676821815
"M117T116_POS",116.985942980916,116.056930541992,"positive",0.956601228587579,1.00307938322515
"M117T46_POS",117.057330514489,46.2162475585938,"positive",0.947191021662544,1.01327106062876
"M117T279_POS",117.057300812813,278.769470214844,"positive",0.792815014839846,1.07208608169288
"M117T569_POS",117.069931006972,569.387847900391,"positive",0.990461723348378,1.00660240135644
"M117T45_POS",117.069903333592,44.8184242248535,"positive",0.815711082985761,1.05278562648218
"M118T36_POS",117.989235594277,35.9704895019531,"positive",0.0699696081729812,1.28288390222923
"M118T862_POS",117.989184479176,861.973449707031,"positive",0.961474836113157,1.0134048940752
"M118T42_POS",118.06508288425,42.4236278533936,"positive",0.99696182288691,0.998548745463078
"M118T209_POS",118.06515111088,208.502868652344,"positive",0.669810102396598,0.939622628238324
"M119T838_POS",118.978957558162,837.660675048828,"positive",0.942575873141947,1.00824693595414
"M119T977_POS",119.018952006973,977.177490234375,"positive",0.928842920930237,0.982403257751246
"M119T1006_POS",119.018954315721,1006.11517333984,"positive",0.92645503090708,1.01674558417338
"M119T38_POS",119.019099782954,37.8482131958008,"positive",0.930119978619391,0.959410170814729
"M119T867_POS",119.018919567552,867.333282470703,"positive",0.660097401707964,1.03491403094663
"M119T947_POS",119.018947815787,946.799194335938,"positive",0.435749999534674,1.08840233734341
"M119T895_POS",119.018934808867,895.377685546875,"positive",0.810943965046642,0.965944682035792
"M119T918_POS",119.018939215169,918.294860839844,"positive",0.818236505151853,0.962381584767459
"M119T46_POS",119.068500201958,46.1604156494141,"positive",0.928158399790232,1.02669954934527
"M119T33_POS",119.073060826589,33.0737266540527,"positive",0.511922718028706,1.10905879554887
"M119T619_POS",119.085568397747,618.525573730469,"positive",0.437483589493984,0.932130632848678
"M120T839_POS",119.986559571484,838.854705810547,"positive",0.965359219609677,1.02486182610508
"M120T33_1_POS",120.038274028209,33.3843269348145,"positive",0.314694256208127,1.14967339739784
"M120T33_2_POS",120.080711615918,33.3240051269531,"positive",0.848493131662315,1.01559011624442
"M120T33_3_POS",120.123574835273,33.1007957458496,"positive",0.532312965071963,1.11605898960019
"M121T837_POS",120.99460818156,836.737670898438,"positive",0.87115758445357,1.05335297636017
"M121T823_POS",121.017136462579,823.251373291016,"positive",0.99696182288691,1.00017994194408
"M121T614_POS",121.017176644883,614.27978515625,"positive",0.811886060791912,0.95100813829436
"M121T542_POS",121.017348880172,542.296447753906,"positive",0.575727639212796,0.791903961646409
"M121T463_POS",121.028163770722,462.701965332031,"positive",0.633339260212055,0.728844343773152
"M121T676_POS",121.017190547974,675.942443847656,"positive",0.688109769562287,0.924994986119657
"M121T57_POS",121.031536407063,57.1434783935547,"positive",0.750656202658677,1.10199590948659
"M121T180_POS",121.028404353393,180.091598510742,"positive",0.516990969714183,0.805708705710203
"M121T33_1_POS",121.039483732299,32.8305225372314,"positive",0.543590217929077,1.58106794266862
"M121T434_POS",121.064822102703,434.093307495117,"positive",0.573755004362156,0.940053176392423
"M121T33_2_POS",121.083817493078,33.2115669250488,"positive",0.703941062166262,0.796344422302648
"M121T412_POS",121.10123507819,412.358306884766,"positive",0.789016750850101,0.97056439414137
"M122T825_POS",121.987152711556,825.4853515625,"positive",0.747901334489999,0.975514995177555
"M122T642_POS",121.987217760139,641.543884277344,"positive",0.916754882761862,1.01879603591811
"M122T615_POS",121.98723023235,614.964324951172,"positive",0.0293751733326631,0.869593484428265
"M122T589_POS",121.987230283681,588.668548583984,"positive",0.755372052626152,0.964885990374742
"M122T601_POS",121.987209140674,600.525543212891,"positive",0.86524139219787,0.976190049644494
"M122T570_POS",121.987254262979,570.417724609375,"positive",0.255145648424174,1.11647807503934
"M122T405_POS",121.987269964668,404.56591796875,"positive",0.699957938365261,1.06514429120975
"M122T677_POS",121.987199003968,676.948944091797,"positive",0.25095880635002,0.89510230026729
"M122T543_POS",121.98727377278,542.599182128906,"positive",0.928091944096622,0.982574087413405
"M122T792_POS",121.987183703963,792.199096679688,"positive",0.973989764175565,1.0089286071158
"M122T501_POS",121.987270454683,501.217193603516,"positive",0.989782445606764,0.996995862084091
"M122T712_POS",121.987204369722,711.515502929688,"positive",0.75519375054382,0.960340333703184
"M122T735_POS",121.98720402906,735.441467285156,"positive",0.573460892477877,0.93406673409846
"M122T757_POS",121.987191598253,757.037292480469,"positive",0.623316310863907,1.06797921015099
"M122T476_POS",121.987274116054,476.085876464844,"positive",0.844896399015172,0.971186409757146
"M122T439_POS",121.987271367845,439.378631591797,"positive",0.811886060791912,1.03730724217203
"M122T251_POS",121.987274428639,250.526992797852,"positive",0.483006193731149,1.10714981773258
"M122T824_POS",122.02050428078,823.573669433594,"positive",0.990336626419702,0.997956367729554
"M122T202_POS",122.027064554803,201.519416809082,"positive",0.168417575393465,1.20788000176902
"M122T34_POS",122.026876589524,33.8291358947754,"positive",0.762459224096323,1.09921631380591
"M122T67_POS",122.057667240292,67.3950958251953,"positive",0.943617044331767,0.93837788957251
"M122T33_POS",122.087433372012,33.1020011901855,"positive",0.530004965903665,1.09057800355722
"M123T33_1_POS",123.044056905135,33.4366569519043,"positive",0.932262160918012,0.979157265560624
"M123T266_POS",123.04181838188,265.679763793945,"positive",0.785238415811721,1.0905505356604
"M123T56_POS",123.055268865023,56.0325584411621,"positive",0.373114982314617,0.864459337805211
"M123T33_2_POS",123.096467674247,32.9883613586426,"positive",0.318540031156283,0.912942317676162
"M123T34_POS",123.116809613424,34.1651382446289,"positive",0.173573590497131,1.13653053795367
"M124T595_POS",123.958526365333,594.732116699219,"positive",0.0573109467359431,0.853826621037149
"M124T826_POS",123.982630728833,825.696807861328,"positive",0.586921687676119,0.948200541770423
"M124T641_POS",123.982693511829,641.362609863281,"positive",0.32764868372256,0.899082289083171
"M124T588_POS",123.982708533881,588.0048828125,"positive",0.945117731860922,0.987343181757354
"M124T615_POS",123.982710214516,615.302185058594,"positive",0.852743278073721,0.964578048293353
"M124T570_POS",123.982734516384,570.399688720703,"positive",0.998990529505625,0.999363965160865
"M124T677_POS",123.982681922503,677.221099853516,"positive",0.944154270734322,0.982498714961513
"M124T781_POS",123.982662941321,780.900512695312,"positive",0.904354654704612,0.973424222594901
"M124T411_POS",123.982754163412,411.431793212891,"positive",0.874045077193248,1.0405007271815
"M124T711_POS",123.982674818451,711.348754882812,"positive",0.943744986221638,1.01610385594433
"M124T440_POS",123.982758870533,440.007385253906,"positive",0.886729517668153,1.03525222675188
"M124T197_POS",124.050638071403,196.79320526123,"positive",0.417281590700638,1.25429106336817
"M124T56_POS",124.058684473954,56.2212448120117,"positive",0.921462702463428,0.957365957485863
"M124T594_POS",124.209101388111,594.419708251953,"positive",0.00793374514653509,0.795995461978374
"M125T594_POS",124.999818790315,594.116027832031,"positive",0.914802281945619,0.975721638631543
"M125T630_POS",124.999831852443,630.060089111328,"positive",0.35213095212185,1.12984344115056
"M125T772_POS",124.99980057826,772.241485595703,"positive",0.516628165614109,0.907492314107639
"M125T745_POS",124.999832563772,745.061096191406,"positive",0.255218422618055,1.16694700144198
"M125T822_POS",125.009857650723,822.332397460938,"positive",0.96917301707853,1.01028370851712
"M125T574_POS",124.999873274028,573.515533447266,"positive",0.414225110186973,0.866203668927736
"M125T836_POS",125.038886344831,835.666687011719,"positive",0.980518030154572,0.997933330982249
"M125T60_POS",125.036252458907,59.5544757843018,"positive",0.19101571598574,0.728674250240509
"M125T84_POS",125.070972248101,83.8811721801758,"positive",0.998990529505625,0.999677471093479
"M125T37_POS",125.096136570909,37.0484371185303,"positive",0.606367694404182,1.05122613537205
"M126T36_POS",126.054892210411,36.4340896606445,"positive",0.882172033182121,1.02399232833307
"M126T175_POS",126.091410128544,174.655494689941,"positive",0.00199006910098077,0.795459762253826
"M127T594_1_POS",126.786839058027,594.398132324219,"positive",0.735741347839115,0.937220043899617
"M127T827_POS",126.981440764161,827.208435058594,"positive",0.964485862900311,0.985135264823262
"M127T832_POS",127.034535756472,832.407531738281,"positive",0.969525658750534,0.997652580644596
